date	rate
08/11/1995	7.80
08/18/1995	7.94
08/25/1995	7.88
09/01/1995	7.76
09/08/1995	7.63
09/15/1995	7.60
09/22/1995	7.57
09/29/1995	7.62
10/06/1995	7.57
10/13/1995	7.50
10/20/1995	7.38
10/27/1995	7.45
11/03/1995	7.44
11/09/1995	7.37
11/17/1995	7.35
11/24/1995	7.35
12/01/1995	7.33
12/08/1995	7.18
12/15/1995	7.15
12/22/1995	7.23
12/29/1995	7.11
01/05/1996	7.02
01/12/1996	7.08
01/19/1996	7.02
01/26/1996	7.00
02/02/1996	7.02
02/09/1996	7.02
02/16/1996	6.94
02/23/1996	7.32
03/01/1996	7.41
03/08/1996	7.38
03/15/1996	7.83
03/22/1996	7.81
03/29/1996	7.69
04/05/1996	7.78
04/12/1996	8.05
04/19/1996	7.95
04/26/1996	7.92
05/03/1996	7.99
05/10/1996	8.24
05/17/1996	8.08
05/24/1996	8.01
05/31/1996	8.03
06/07/1996	8.30
06/14/1996	8.39
06/21/1996	8.30
06/28/1996	8.29
07/05/1996	8.14
07/12/1996	8.42
07/19/1996	8.23
07/26/1996	8.19
08/02/1996	8.23
08/09/1996	7.88
08/16/1996	7.88
08/23/1996	7.93
08/30/1996	8.09
09/06/1996	8.34
09/13/1996	8.28
09/20/1996	8.14
09/27/1996	8.16
10/04/1996	8.06
10/11/1996	7.86
10/18/1996	7.88
10/25/1996	7.86
11/01/1996	7.78
11/08/1996	7.67
11/15/1996	7.59
11/22/1996	7.53
11/29/1996	7.52
12/06/1996	7.44
12/13/1996	7.57
12/20/1996	7.74
12/27/1996	7.64
01/03/1997	7.67
01/10/1997	7.85
01/17/1997	7.87
01/24/1997	7.85
01/31/1997	7.88
02/07/1997	7.74
02/14/1997	7.65
02/21/1997	7.56
02/28/1997	7.65
03/07/1997	7.84
03/14/1997	7.84
03/21/1997	7.94
03/28/1997	7.97
04/04/1997	8.18
04/11/1997	8.15
04/18/1997	8.16
04/25/1997	8.08
05/02/1997	8.01
05/09/1997	7.94
05/16/1997	7.91
05/23/1997	7.92
05/30/1997	7.94
06/06/1997	7.85
06/13/1997	7.72
06/20/1997	7.61
06/27/1997	7.58
07/04/1997	7.62
07/11/1997	7.47
07/18/1997	7.47
07/25/1997	7.43
08/01/1997	7.36
08/08/1997	7.46
08/15/1997	7.54
08/22/1997	7.46
08/29/1997	7.58
09/05/1997	7.53
09/12/1997	7.53
09/19/1997	7.38
09/26/1997	7.28
10/03/1997	7.31
10/10/1997	7.26
10/17/1997	7.34
10/24/1997	7.35
10/31/1997	7.21
11/07/1997	7.24
11/14/1997	7.23
11/21/1997	7.18
11/28/1997	7.17
12/05/1997	7.15
12/12/1997	7.17
12/19/1997	7.07
12/26/1997	6.99
01/02/1998	7.03
01/09/1998	6.94
01/16/1998	6.89
01/23/1998	6.99
01/30/1998	7.12
02/06/1998	7.03
02/13/1998	7.06
02/20/1998	6.99
02/28/1998	7.09
03/06/1998	7.19
03/13/1998	7.16
03/20/1998	7.08
03/27/1998	7.08
04/03/1998	7.15
04/10/1998	7.09
04/17/1998	7.17
04/24/1998	7.15
05/01/1998	7.22
05/08/1998	7.14
05/15/1998	7.19
05/22/1998	7.10
05/29/1998	7.07
06/05/1998	7.05
06/12/1998	7.04
06/19/1998	6.94
06/26/1998	6.96
07/03/1998	6.98
07/10/1998	6.91
07/17/1998	6.94
07/24/1998	6.96
07/31/1998	6.97
08/07/1998	6.94
08/14/1998	6.91
08/21/1998	6.92
08/28/1998	6.92
09/04/1998	6.82
09/11/1998	6.77
09/18/1998	6.66
09/25/1998	6.64
10/02/1998	6.60
10/09/1998	6.49
10/16/1998	6.90
10/23/1998	6.73
10/30/1998	6.83
11/06/1998	6.89
11/13/1998	6.93
11/20/1998	6.86
11/27/1998	6.78
12/04/1998	6.71
12/11/1998	6.69
12/18/1998	6.69
12/25/1998	6.77
12/31/1998	6.83
01/08/1999	6.79
01/15/1999	6.83
01/22/1999	6.78
01/29/1999	6.74
02/05/1999	6.75
02/12/1999	6.77
02/19/1999	6.82
02/26/1999	6.89
03/05/1999	7.06
03/12/1999	7.11
03/19/1999	7.01
03/26/1999	6.98
04/02/1999	6.98
04/09/1999	6.92
04/16/1999	6.87
04/23/1999	6.88
04/30/1999	6.93
05/07/1999	7.02
05/14/1999	7.10
05/21/1999	7.23
05/28/1999	7.23
06/04/1999	7.41
06/11/1999	7.51
06/18/1999	7.65
06/25/1999	7.63
07/02/1999	7.71
07/09/1999	7.65
07/16/1999	7.58
07/23/1999	7.52
07/30/1999	7.70
08/06/1999	7.89
08/13/1999	8.15
08/20/1999	7.93
08/27/1999	7.80
09/03/1999	7.83
09/10/1999	7.88
09/17/1999	7.82
09/24/1999	7.76
10/01/1999	7.70
10/08/1999	7.82
10/15/1999	7.85
10/22/1999	7.93
10/29/1999	7.96
11/05/1999	7.84
11/12/1999	7.67
11/19/1999	7.69
11/26/1999	7.75
12/03/1999	7.84
12/10/1999	7.84
12/17/1999	7.86
12/24/1999	7.96
12/31/1999	8.06
01/07/2000	8.15
01/14/2000	8.18
01/21/2000	8.26
01/28/2000	8.25
02/04/2000	8.25
02/11/2000	8.36
02/18/2000	8.38
02/25/2000	8.31
03/03/2000	8.27
03/10/2000	8.23
03/17/2000	8.24
03/24/2000	8.23
03/31/2000	8.23
04/07/2000	8.20
04/14/2000	8.12
04/21/2000	8.16
04/28/2000	8.13
05/05/2000	8.28
05/12/2000	8.52
05/19/2000	8.64
05/26/2000	8.62
06/02/2000	8.54
06/09/2000	8.32
06/16/2000	8.22
06/23/2000	8.14
06/30/2000	8.22
07/07/2000	8.16
07/14/2000	8.09
07/21/2000	8.21
07/28/2000	8.13
08/04/2000	8.12
08/11/2000	8.04
08/18/2000	7.96
08/25/2000	7.99
09/01/2000	7.96
09/08/2000	7.94
09/15/2000	7.88
09/22/2000	7.90
09/29/2000	7.88
10/06/2000	7.83
10/13/2000	7.84
10/20/2000	7.83
10/27/2000	7.68
11/03/2000	7.73
11/10/2000	7.79
11/17/2000	7.73
11/24/2000	7.73
12/01/2000	7.65
12/08/2000	7.54
12/15/2000	7.42
12/22/2000	7.17
12/29/2000	7.13
01/05/2001	7.07
01/12/2001	6.89
01/19/2001	7.02
01/26/2001	7.15
02/02/2001	7.09
02/09/2001	6.98
02/16/2001	7.01
02/23/2001	7.12
03/02/2001	7.03
03/09/2001	6.97
03/16/2001	6.96
03/23/2001	6.89
03/30/2001	6.91
04/06/2001	7.01
04/13/2001	7.04
04/20/2001	7.14
04/27/2001	7.12
05/04/2001	7.14
05/11/2001	7.10
05/18/2001	7.14
05/25/2001	7.20
06/01/2001	7.24
06/08/2001	7.20
06/15/2001	7.14
06/22/2001	7.11
06/29/2001	7.11
07/06/2001	7.19
07/13/2001	7.21
07/20/2001	7.08
07/27/2001	7.03
08/03/2001	7.00
08/10/2001	7.00
08/17/2001	6.92
08/24/2001	6.91
08/31/2001	6.92
09/07/2001	6.89
09/14/2001	6.86
09/21/2001	6.80
09/28/2001	6.72
10/05/2001	6.64
10/12/2001	6.58
10/19/2001	6.61
10/26/2001	6.64
11/02/2001	6.56
11/09/2001	6.45
11/16/2001	6.51
11/23/2001	6.75
11/30/2001	7.02
12/07/2001	6.84
12/14/2001	7.09
12/21/2001	7.17
12/28/2001	7.16
01/04/2002	7.14
01/11/2002	7.06
01/18/2002	6.83
01/25/2002	6.96
02/01/2002	7.02
02/08/2002	6.88
02/15/2002	6.86
02/22/2002	6.81
03/01/2002	6.80
03/08/2002	6.87
03/15/2002	7.08
03/22/2002	7.14
03/29/2002	7.18
04/05/2002	7.13
04/12/2002	6.99
04/19/2002	6.94
04/26/2002	6.88
05/03/2002	6.78
05/10/2002	6.79
05/17/2002	6.89
05/24/2002	6.81
05/31/2002	6.76
06/07/2002	6.71
06/14/2002	6.71
06/21/2002	6.63
06/28/2002	6.55
07/05/2002	6.57
07/12/2002	6.54
07/19/2002	6.49
07/26/2002	6.34
08/02/2002	6.43
08/09/2002	6.31
08/16/2002	6.22
08/23/2002	6.27
08/30/2002	6.22
09/06/2002	6.15
09/13/2002	6.18
09/20/2002	6.05
09/27/2002	5.99
10/04/2002	6.01
10/11/2002	5.98
10/18/2002	6.15
10/25/2002	6.31
11/01/2002	6.13
11/08/2002	6.11
11/15/2002	5.94
11/22/2002	6.03
11/29/2002	6.13
12/06/2002	6.19
12/13/2002	6.04
12/20/2002	6.03
12/27/2002	5.93
01/03/2003	5.85
01/10/2003	5.95
01/17/2003	5.97
01/24/2003	5.91
01/31/2003	5.90
02/07/2003	5.88
02/14/2003	5.86
02/21/2003	5.84
02/28/2003	5.79
03/07/2003	5.67
03/14/2003	5.61
03/21/2003	5.79
03/28/2003	5.91
04/04/2003	5.79
04/11/2003	5.85
04/18/2003	5.82
04/25/2003	5.79
05/02/2003	5.70
05/09/2003	5.62
05/16/2003	5.45
05/23/2003	5.34
05/30/2003	5.31
06/06/2003	5.26
06/13/2003	5.21
06/20/2003	5.21
06/27/2003	5.24
07/04/2003	5.40
07/11/2003	5.52
07/18/2003	5.67
07/25/2003	5.94
08/01/2003	6.14
08/08/2003	6.34
08/15/2003	6.24
08/22/2003	6.28
08/29/2003	6.32
09/05/2003	6.44
09/12/2003	6.16
09/19/2003	6.01
09/26/2003	5.98
10/03/2003	5.77
10/10/2003	5.95
10/17/2003	6.05
10/24/2003	6.05
10/31/2003	5.94
11/07/2003	5.98
11/14/2003	6.03
11/21/2003	5.83
11/28/2003	5.89
12/05/2003	6.02
12/12/2003	5.88
12/19/2003	5.82
12/26/2003	5.81
12/31/2003	5.85
01/08/2004	5.87
01/15/2004	5.66
01/22/2004	5.64
01/29/2004	5.68
02/05/2004	5.72
02/12/2004	5.66
02/19/2004	5.58
02/26/2004	5.58
03/04/2004	5.59
03/11/2004	5.41
03/18/2004	5.38
03/25/2004	5.40
04/01/2004	5.52
04/08/2004	5.79
04/15/2004	5.89
04/22/2004	5.94
04/29/2004	6.01
05/06/2004	6.12
05/13/2004	6.34
05/20/2004	6.30
05/27/2004	6.32
06/03/2004	6.28
06/10/2004	6.30
06/17/2004	6.32
06/24/2004	6.25
07/01/2004	6.21
07/08/2004	6.01
07/15/2004	6.00
07/22/2004	5.98
07/29/2004	6.08
08/05/2004	5.99
08/12/2004	5.85
08/19/2004	5.81
08/26/2004	5.82
09/02/2004	5.77
09/09/2004	5.83
09/16/2004	5.75
09/23/2004	5.70
09/30/2004	5.72
10/07/2004	5.82
10/14/2004	5.74
10/21/2004	5.69
10/28/2004	5.64
11/04/2004	5.70
11/11/2004	5.76
11/18/2004	5.74
11/24/2004	5.72
12/02/2004	5.81
12/09/2004	5.71
12/16/2004	5.68
12/22/2004	5.75
12/29/2004	5.81
01/06/2005	5.77
01/13/2005	5.74
01/20/2005	5.67
01/27/2005	5.66
02/03/2005	5.63
02/10/2005	5.57
02/17/2005	5.62
02/24/2005	5.69
03/03/2005	5.79
03/10/2005	5.85
03/17/2005	5.95
03/24/2005	6.01
03/31/2005	6.04
04/07/2005	5.93
04/14/2005	5.91
04/21/2005	5.80
04/28/2005	5.78
05/05/2005	5.75
05/12/2005	5.77
05/19/2005	5.71
05/26/2005	5.65
06/02/2005	5.62
06/09/2005	5.56
06/16/2005	5.63
06/23/2005	5.57
06/30/2005	5.53
07/07/2005	5.62
07/14/2005	5.66
07/21/2005	5.73
07/28/2005	5.77
08/04/2005	5.82
08/11/2005	5.89
08/18/2005	5.80
08/25/2005	5.77
09/01/2005	5.71
09/08/2005	5.71
09/15/2005	5.74
09/22/2005	5.80
09/29/2005	5.91
10/06/2005	5.98
10/13/2005	6.03
10/20/2005	6.10
10/27/2005	6.15
11/03/2005	6.31
11/10/2005	6.36
11/17/2005	6.37
11/23/2005	6.28
12/01/2005	6.26
12/08/2005	6.32
12/15/2005	6.30
12/22/2005	6.26
12/29/2005	6.22
01/05/2006	6.21
01/12/2006	6.15
01/19/2006	6.10
01/26/2006	6.12
02/02/2006	6.23
02/09/2006	6.24
02/16/2006	6.28
02/23/2006	6.26
03/02/2006	6.24
03/09/2006	6.37
03/16/2006	6.34
03/23/2006	6.32
03/30/2006	6.35
04/06/2006	6.43
04/13/2006	6.49
04/20/2006	6.53
04/27/2006	6.58
05/04/2006	6.59
05/11/2006	6.58
05/18/2006	6.60
05/25/2006	6.62
06/01/2006	6.67
06/08/2006	6.62
06/15/2006	6.63
06/22/2006	6.71
06/29/2006	6.78
07/06/2006	6.79
07/13/2006	6.74
07/20/2006	6.80
07/27/2006	6.72
08/03/2006	6.63
08/10/2006	6.55
08/17/2006	6.52
08/24/2006	6.48
08/31/2006	6.44
09/07/2006	6.47
09/14/2006	6.43
09/21/2006	6.40
09/28/2006	6.31
10/05/2006	6.30
10/12/2006	6.37
10/19/2006	6.36
10/26/2006	6.40
11/02/2006	6.31
11/09/2006	6.33
11/16/2006	6.24
11/22/2006	6.18
11/30/2006	6.14
12/07/2006	6.11
12/14/2006	6.12
12/21/2006	6.13
12/28/2006	6.18
01/04/2007	6.18
01/11/2007	6.21
01/18/2007	6.23
01/25/2007	6.25
02/01/2007	6.34
02/08/2007	6.28
02/15/2007	6.30
02/22/2007	6.22
03/01/2007	6.18
03/08/2007	6.14
03/15/2007	6.14
03/22/2007	6.16
03/29/2007	6.16
04/05/2007	6.17
04/12/2007	6.22
04/19/2007	6.17
04/26/2007	6.16
05/03/2007	6.16
05/10/2007	6.15
05/17/2007	6.21
05/24/2007	6.37
05/31/2007	6.42
06/07/2007	6.53
06/14/2007	6.74
06/21/2007	6.69
06/28/2007	6.67
07/05/2007	6.63
07/12/2007	6.73
07/19/2007	6.73
07/26/2007	6.69
08/02/2007	6.68
08/09/2007	6.59
08/16/2007	6.62
08/23/2007	6.52
08/30/2007	6.45
09/06/2007	6.46
09/13/2007	6.31
09/20/2007	6.34
09/27/2007	6.42
10/04/2007	6.37
10/11/2007	6.40
10/18/2007	6.40
10/25/2007	6.33
11/01/2007	6.26
11/08/2007	6.24
11/15/2007	6.24
11/21/2007	6.20
11/29/2007	6.10
12/06/2007	5.96
12/13/2007	6.11
12/20/2007	6.14
12/27/2007	6.17
01/03/2008	6.07
01/10/2008	5.87
01/17/2008	5.69
01/24/2008	5.48
01/31/2008	5.68
02/07/2008	5.67
02/14/2008	5.72
02/21/2008	6.04
02/28/2008	6.24
03/06/2008	6.03
03/13/2008	6.13
03/20/2008	5.87
03/27/2008	5.85
04/03/2008	5.88
04/10/2008	5.88
04/17/2008	5.88
04/24/2008	6.03
05/01/2008	6.06
05/08/2008	6.05
05/15/2008	6.01
05/22/2008	5.98
05/29/2008	6.08
06/05/2008	6.09
06/12/2008	6.32
06/19/2008	6.42
06/26/2008	6.45
07/03/2008	6.35
07/10/2008	6.37
07/17/2008	6.26
07/24/2008	6.63
07/31/2008	6.52
08/07/2008	6.52
08/14/2008	6.52
08/21/2008	6.47
08/28/2008	6.40
09/04/2008	6.35
09/11/2008	5.93
09/18/2008	5.78
09/25/2008	6.09
10/02/2008	6.10
10/09/2008	5.94
10/16/2008	6.46
10/23/2008	6.04
10/30/2008	6.46
11/06/2008	6.20
11/13/2008	6.14
11/20/2008	6.04
11/26/2008	5.97
12/04/2008	5.53
12/11/2008	5.47
12/18/2008	5.19
12/24/2008	5.14
12/31/2008	5.10
01/08/2009	5.01
01/15/2009	4.96
01/22/2009	5.12
01/29/2009	5.10
02/05/2009	5.25
02/12/2009	5.16
02/19/2009	5.04
02/26/2009	5.07
03/05/2009	5.15
03/12/2009	5.03
03/19/2009	4.98
03/26/2009	4.85
04/02/2009	4.78
04/09/2009	4.87
04/16/2009	4.82
04/23/2009	4.80
04/30/2009	4.78
05/07/2009	4.84
05/14/2009	4.86
05/21/2009	4.82
05/28/2009	4.91
06/04/2009	5.29
06/11/2009	5.59
06/18/2009	5.38
06/25/2009	5.42
07/02/2009	5.32
07/09/2009	5.20
07/16/2009	5.14
07/23/2009	5.20
07/30/2009	5.25
08/06/2009	5.22
08/13/2009	5.29
08/20/2009	5.12
08/27/2009	5.14
09/03/2009	5.08
09/10/2009	5.07
09/17/2009	5.04
09/24/2009	5.04
10/01/2009	4.94
10/08/2009	4.87
10/15/2009	4.92
10/22/2009	5.00
10/29/2009	5.03
11/05/2009	4.98
11/12/2009	4.91
11/19/2009	4.83
11/25/2009	4.78
12/03/2009	4.71
12/10/2009	4.81
12/17/2009	4.94
12/24/2009	5.05
12/31/2009	5.14
01/07/2010	5.09
01/14/2010	5.06
01/21/2010	4.99
01/28/2010	4.98
02/04/2010	5.01
02/11/2010	4.97
02/18/2010	4.93
02/25/2010	5.05
03/04/2010	4.97
03/11/2010	4.95
03/18/2010	4.96
03/25/2010	4.99
04/01/2010	5.08
04/08/2010	5.21
04/15/2010	5.07
04/22/2010	5.07
04/29/2010	5.06
05/06/2010	5.00
05/13/2010	4.93
05/20/2010	4.84
05/27/2010	4.78
06/03/2010	4.79
06/10/2010	4.72
06/17/2010	4.75
06/24/2010	4.69
07/01/2010	4.58
07/08/2010	4.57
07/15/2010	4.57
07/22/2010	4.56
07/29/2010	4.54
08/05/2010	4.49
08/12/2010	4.44
08/19/2010	4.42
08/26/2010	4.36
09/02/2010	4.32
09/09/2010	4.35
09/16/2010	4.37
09/23/2010	4.37
09/30/2010	4.32
10/07/2010	4.27
10/14/2010	4.19
10/21/2010	4.21
10/28/2010	4.23
11/04/2010	4.24
11/11/2010	4.17
11/18/2010	4.39
11/24/2010	4.40
12/02/2010	4.46
12/09/2010	4.61
12/16/2010	4.83
12/23/2010	4.81
12/30/2010	4.86
01/06/2011	4.77
01/13/2011	4.71
01/20/2011	4.74
01/27/2011	4.80
02/03/2011	4.81
02/10/2011	5.05
02/17/2011	5.00
02/24/2011	4.95
03/03/2011	4.87
03/10/2011	4.88
03/17/2011	4.76
03/24/2011	4.81
03/31/2011	4.86
04/07/2011	4.87
04/14/2011	4.91
04/21/2011	4.80
04/28/2011	4.78
05/05/2011	4.71
05/12/2011	4.63
05/19/2011	4.61
05/26/2011	4.60
06/02/2011	4.55
06/09/2011	4.49
06/16/2011	4.50
06/23/2011	4.50
06/30/2011	4.51
07/07/2011	4.60
07/14/2011	4.51
07/21/2011	4.52
07/28/2011	4.55
08/04/2011	4.39
08/11/2011	4.32
08/18/2011	4.15
08/25/2011	4.22
09/01/2011	4.22
09/08/2011	4.12
09/15/2011	4.09
09/22/2011	4.09
09/29/2011	4.01
10/06/2011	3.94
10/13/2011	4.12
10/20/2011	4.11
10/27/2011	4.10
11/03/2011	4.00
11/10/2011	3.99
11/17/2011	4.00
11/23/2011	3.98
12/01/2011	4.00
12/08/2011	3.99
12/15/2011	3.94
12/22/2011	3.91
12/29/2011	3.95
01/05/2012	3.91
01/12/2012	3.89
01/19/2012	3.88
01/26/2012	3.98
02/02/2012	3.87
02/09/2012	3.87
02/16/2012	3.87
02/23/2012	3.95
03/01/2012	3.90
03/08/2012	3.88
03/15/2012	3.92
03/22/2012	4.08
03/29/2012	3.99
04/05/2012	3.98
04/12/2012	3.88
04/19/2012	3.90
04/26/2012	3.88
05/03/2012	3.84
05/10/2012	3.83
05/17/2012	3.79
05/24/2012	3.78
05/31/2012	3.75
06/07/2012	3.67
06/14/2012	3.71
06/21/2012	3.66
06/28/2012	3.66
07/05/2012	3.62
07/12/2012	3.56
07/19/2012	3.53
07/26/2012	3.49
08/02/2012	3.55
08/09/2012	3.59
08/16/2012	3.62
08/23/2012	3.66
08/30/2012	3.59
09/06/2012	3.55
09/13/2012	3.55
09/20/2012	3.49
09/27/2012	3.40
10/04/2012	3.36
10/11/2012	3.39
10/18/2012	3.37
10/25/2012	3.41
11/01/2012	3.39
11/08/2012	3.40
11/15/2012	3.34
11/21/2012	3.31
11/29/2012	3.32
12/06/2012	3.34
12/13/2012	3.32
12/20/2012	3.37
12/27/2012	3.35
01/03/2013	3.34
01/10/2013	3.40
01/17/2013	3.38
01/24/2013	3.42
01/31/2013	3.53
02/07/2013	3.53
02/14/2013	3.53
02/21/2013	3.56
02/28/2013	3.51
03/07/2013	3.52
03/14/2013	3.63
03/21/2013	3.54
03/28/2013	3.57
04/04/2013	3.54
04/11/2013	3.43
04/18/2013	3.41
04/25/2013	3.40
05/02/2013	3.35
05/09/2013	3.42
05/16/2013	3.51
05/23/2013	3.59
05/30/2013	3.81
06/06/2013	3.91
06/13/2013	3.98
06/20/2013	3.93
06/27/2013	4.46
07/03/2013	4.29
07/11/2013	4.51
07/18/2013	4.37
07/25/2013	4.31
08/01/2013	4.39
08/08/2013	4.40
08/15/2013	4.40
08/22/2013	4.58
08/29/2013	4.51
09/05/2013	4.57
09/12/2013	4.57
09/19/2013	4.50
09/26/2013	4.32
10/03/2013	4.22
10/10/2013	4.23
10/17/2013	4.28
10/24/2013	4.13
10/31/2013	4.10
11/07/2013	4.16
11/14/2013	4.35
11/21/2013	4.22
11/27/2013	4.29
12/05/2013	4.46
12/12/2013	4.42
12/19/2013	4.47
12/26/2013	4.48
01/02/2014	4.53
01/09/2014	4.51
01/16/2014	4.41
01/23/2014	4.39
01/30/2014	4.32
02/06/2014	4.23
02/13/2014	4.28
02/20/2014	4.33
02/27/2014	4.37
03/06/2014	4.28
03/13/2014	4.37
03/20/2014	4.32
03/27/2014	4.40
04/03/2014	4.41
04/10/2014	4.34
04/17/2014	4.27
04/24/2014	4.33
05/01/2014	4.29
05/08/2014	4.21
05/15/2014	4.20
05/22/2014	4.14
05/29/2014	4.12
06/05/2014	4.14
06/12/2014	4.20
06/19/2014	4.17
06/26/2014	4.14
07/03/2014	4.12
07/10/2014	4.15
07/17/2014	4.13
07/24/2014	4.13
07/31/2014	4.12
08/07/2014	4.14
08/14/2014	4.12
08/21/2014	4.10
08/28/2014	4.10
09/04/2014	4.10
09/11/2014	4.12
09/18/2014	4.23
09/25/2014	4.20
10/02/2014	4.19
10/09/2014	4.12
10/16/2014	3.97
10/23/2014	3.92
10/30/2014	3.98
11/06/2014	4.02
11/13/2014	4.01
11/20/2014	3.99
11/26/2014	3.97
12/04/2014	3.89
12/11/2014	3.93
12/18/2014	3.80
12/24/2014	3.83
12/31/2014	3.87
01/08/2015	3.73
01/15/2015	3.66
01/22/2015	3.63
01/29/2015	3.66
02/05/2015	3.59
02/12/2015	3.69
02/19/2015	3.76
02/26/2015	3.80
03/05/2015	3.75
03/12/2015	3.86
03/19/2015	3.78
03/26/2015	3.69
04/02/2015	3.70
04/09/2015	3.66
04/16/2015	3.67
04/23/2015	3.65
04/30/2015	3.68
05/07/2015	3.80
05/14/2015	3.85
05/21/2015	3.84
05/28/2015	3.87
06/04/2015	3.87
06/11/2015	4.04
06/18/2015	4.00
06/25/2015	4.02
07/02/2015	4.08
07/09/2015	4.04
07/16/2015	4.09
07/23/2015	4.04
07/30/2015	3.98
08/06/2015	3.91
08/13/2015	3.94
08/20/2015	3.93
08/27/2015	3.84
09/03/2015	3.89
09/10/2015	3.90
09/17/2015	3.91
09/24/2015	3.86
10/01/2015	3.85
10/08/2015	3.76
10/15/2015	3.82
10/22/2015	3.79
10/29/2015	3.76
11/05/2015	3.87
11/12/2015	3.98
11/19/2015	3.97
11/25/2015	3.95
12/03/2015	3.93
12/10/2015	3.95
12/17/2015	3.97
12/24/2015	3.96
12/31/2015	4.01
01/07/2016	3.97
01/14/2016	3.92
01/21/2016	3.81
01/28/2016	3.79
02/04/2016	3.72
02/11/2016	3.65
02/18/2016	3.65
02/25/2016	3.62
03/03/2016	3.64
03/10/2016	3.68
03/17/2016	3.73
03/24/2016	3.71
03/31/2016	3.71
04/07/2016	3.59
04/14/2016	3.58
04/21/2016	3.59
04/28/2016	3.66
05/05/2016	3.61
05/12/2016	3.57
05/19/2016	3.58
05/26/2016	3.64
06/02/2016	3.66
06/09/2016	3.60
06/16/2016	3.54
06/23/2016	3.56
06/30/2016	3.48
07/07/2016	3.41
07/14/2016	3.42
07/21/2016	3.45
07/28/2016	3.48
08/04/2016	3.43
08/11/2016	3.45
08/18/2016	3.43
08/25/2016	3.43
09/01/2016	3.46
09/08/2016	3.44
09/15/2016	3.50
09/22/2016	3.48
09/29/2016	3.42
10/06/2016	3.42
10/13/2016	3.47
10/20/2016	3.52
10/27/2016	3.47
11/03/2016	3.54
11/10/2016	3.57
11/17/2016	3.94
11/23/2016	4.03
12/01/2016	4.08
12/08/2016	4.13
12/15/2016	4.16
12/22/2016	4.30
12/29/2016	4.32
01/05/2017	4.20
01/12/2017	4.12
01/19/2017	4.09
01/26/2017	4.19
02/02/2017	4.19
2/9/2017	4.17
2/16/2017	4.15
2/23/2017	4.16
3/2/2017	4.10
3/9/2017	4.21
3/16/2017	4.30
3/23/2017	4.23
3/30/2017	4.14
4/6/2017	4.10
4/13/2017	4.08
4/20/2017	3.97
4/27/2017	4.03
5/4/2017	4.02
5/11/2017	4.05
5/18/2017	4.02
5/25/2017	3.95
6/1/2017	3.94
6/8/2017	3.89
6/15/2017	3.91
6/22/2017	3.90
6/29/2017	3.88
