date	mrate	rate10y	rateff	spread	year	month
10/17/1980	13.78	11.44	12.64	2.34	1980	10
10/24/1980	13.85	11.76	12.55	2.09	1980	10
10/31/1980	14.00	12.37	13.17	1.63	1980	10
11/07/1980	14.08	12.69	13.99	1.39	1980	11
11/14/1980	14.18	12.63	14.65	1.55	1980	11
11/21/1980	14.28	12.69	15.22	1.59	1980	11
11/28/1980	14.28	12.72	17.43	1.56	1980	11
12/05/1980	14.43	12.91	17.72	1.52	1980	12
12/12/1980	14.83	13.19	18.82	1.64	1980	12
12/19/1980	14.95	13.18	19.83	1.77	1980	12
12/26/1980	14.95	12.29	19.44	2.66	1980	12
01/02/1981	14.95	12.36	18.45	2.59	1981	1
01/09/1981	14.80	12.31	20.06	2.49	1981	1
01/16/1981	14.85	12.53	19.64	2.32	1981	1
01/23/1981	14.85	12.72	19.35	2.13	1981	1
01/30/1981	15.07	12.74	18.12	2.33	1981	1
02/06/1981	15.00	12.95	17.19	2.05	1981	2
02/13/1981	15.03	13.39	16.51	1.64	1981	2
02/20/1981	15.20	13.16	15.81	2.04	1981	2
02/27/1981	15.30	13.32	14.96	1.98	1981	2
03/06/1981	15.40	13.43	15.73	1.97	1981	3
03/13/1981	15.40	13.04	15.53	2.36	1981	3
03/20/1981	15.40	12.71	14.13	2.69	1981	3
03/27/1981	15.40	13.27	13.48	2.13	1981	3
04/03/1981	15.40	13.23	14.93	2.17	1981	4
04/10/1981	15.50	13.56	15.43	1.94	1981	4
04/17/1981	15.65	13.70	15.33	1.95	1981	4
04/24/1981	15.77	13.78	15.55	1.99	1981	4
05/01/1981	15.82	14.01	16.28	1.81	1981	5
05/08/1981	16.12	14.46	18.91	1.66	1981	5
05/15/1981	16.64	14.32	18.21	2.32	1981	5
05/22/1981	16.63	13.92	18.89	2.71	1981	5
05/29/1981	16.80	13.61	18.71	3.19	1981	5
06/05/1981	16.76	13.53	18.40	3.23	1981	6
06/12/1981	16.69	13.34	19.33	3.35	1981	6
06/19/1981	16.71	13.29	19.10	3.42	1981	6
06/26/1981	16.62	13.61	19.20	3.01	1981	6
07/03/1981	16.64	13.88	18.84	2.76	1981	7
07/10/1981	16.79	14.00	19.93	2.79	1981	7
07/17/1981	16.74	14.08	18.76	2.66	1981	7
07/24/1981	16.88	14.56	19.05	2.32	1981	7
07/31/1981	17.11	14.59	18.54	2.52	1981	7
08/07/1981	17.13	14.90	18.25	2.23	1981	8
08/14/1981	17.27	14.61	18.29	2.66	1981	8
08/21/1981	17.26	14.83	18.19	2.43	1981	8
08/28/1981	17.48	15.32	17.41	2.16	1981	8
09/04/1981	17.79	15.44	16.89	2.35	1981	9
09/11/1981	18.22	15.37	16.50	2.85	1981	9
09/18/1981	18.27	15.05	16.09	3.22	1981	9
09/25/1981	18.36	15.21	15.33	3.15	1981	9
10/02/1981	18.28	15.68	15.00	2.60	1981	10
10/09/1981	18.63	15.02	15.46	3.61	1981	10
10/16/1981	18.53	14.88	14.93	3.65	1981	10
10/21/1981	18.39	15.21	15.32	3.18	1981	10
10/30/1981	18.44	15.25	14.87	3.19	1981	10
11/06/1981	18.37	14.22	14.79	4.15	1981	11
11/13/1981	18.02	13.29	14.01	4.73	1981	11
11/20/1981	17.70	13.09	13.17	4.61	1981	11
11/27/1981	17.21	13.12	12.42	4.09	1981	11
12/04/1981	16.90	13.32	12.48	3.58	1981	12
12/11/1981	16.94	13.66	12.04	3.28	1981	12
12/18/1981	16.90	13.58	12.26	3.32	1981	12
12/25/1981	16.95	14.00	12.43	2.95	1981	12
12/31/1981	17.04	14.07	12.54	2.97	1981	12
01/08/1982	17.30	14.47	12.98	2.83	1982	1
01/15/1982	17.44	14.76	12.42	2.68	1982	1
01/22/1982	17.61	14.73	12.96	2.88	1982	1
01/29/1982	17.59	14.42	13.98	3.17	1982	1
02/05/1982	17.56	14.63	14.77	2.93	1982	2
02/12/1982	17.65	14.84	15.19	2.81	1982	2
02/19/1982	17.66	14.39	15.61	3.27	1982	2
02/26/1982	17.52	13.92	13.86	3.60	1982	2
03/05/1982	17.29	13.70	14.07	3.59	1982	3
03/12/1982	17.19	13.80	14.35	3.39	1982	3
03/19/1982	17.12	13.90	14.89	3.22	1982	3
03/26/1982	17.04	13.86	14.48	3.18	1982	3
04/02/1982	16.95	14.15	14.99	2.80	1982	4
04/09/1982	16.91	14.13	15.15	2.78	1982	4
04/16/1982	16.93	13.85	14.68	3.08	1982	4
04/23/1982	16.86	13.69	15.01	3.17	1982	4
04/30/1982	16.81	13.78	14.72	3.03	1982	4
05/07/1982	16.78	13.73	15.53	3.05	1982	5
05/14/1982	16.63	13.53	14.97	3.10	1982	5
05/21/1982	16.67	13.57	14.67	3.10	1982	5
05/28/1982	16.63	13.66	13.70	2.97	1982	5
06/04/1982	16.65	13.92	13.43	2.73	1982	6
06/11/1982	16.70	13.97	13.60	2.73	1982	6
06/18/1982	16.71	14.36	14.24	2.35	1982	6
06/25/1982	16.73	14.70	14.17	2.03	1982	6
07/02/1982	16.87	14.54	14.81	2.33	1982	7
07/09/1982	16.93	14.30	14.47	2.63	1982	7
07/16/1982	16.88	13.93	13.18	2.95	1982	7
07/23/1982	16.75	13.58	12.14	3.17	1982	7
07/30/1982	16.65	13.85	11.02	2.80	1982	7
08/06/1982	16.55	13.63	11.15	2.92	1982	8
08/13/1982	16.44	13.57	10.90	2.87	1982	8
08/20/1982	16.21	12.60	10.11	3.61	1982	8
08/27/1982	15.88	12.51	9.04	3.37	1982	8
09/03/1982	15.59	12.69	10.15	2.90	1982	9
09/10/1982	15.56	12.58	10.14	2.98	1982	9
09/17/1982	15.38	12.58	10.27	2.80	1982	9
09/24/1982	15.19	12.14	10.31	3.05	1982	9
10/01/1982	15.13	11.78	10.12	3.35	1982	10
10/08/1982	14.96	11.33	10.77	3.63	1982	10
10/15/1982	14.60	10.57	9.60	4.03	1982	10
10/22/1982	14.20	10.67	9.53	3.53	1982	10
10/29/1982	14.15	10.87	9.44	3.28	1982	10
11/05/1982	13.91	10.48	9.43	3.43	1982	11
11/12/1982	13.84	10.53	9.45	3.31	1982	11
11/19/1982	13.78	10.56	9.61	3.22	1982	11
11/26/1982	13.77	10.52	8.91	3.25	1982	11
12/03/1982	13.66	10.69	8.69	2.97	1982	12
12/10/1982	13.66	10.56	8.84	3.10	1982	12
12/17/1982	13.63	10.56	8.86	3.07	1982	12
12/24/1982	13.60	10.56	8.69	3.04	1982	12
12/31/1982	13.57	10.43	8.79	3.14	1982	12
01/07/1983	13.46	10.36	10.21	3.10	1983	1
01/14/1983	13.31	10.32	8.42	2.99	1983	1
01/21/1983	13.12	10.41	8.49	2.71	1983	1
01/28/1983	13.10	10.68	8.44	2.42	1983	1
02/04/1983	13.06	10.88	8.53	2.18	1983	2
02/11/1983	13.06	10.92	8.50	2.14	1983	2
02/18/1983	13.07	10.75	8.62	2.32	1983	2
02/25/1983	12.98	10.40	8.47	2.58	1983	2
03/04/1983	12.74	10.25	8.44	2.49	1983	3
03/11/1983	12.79	10.51	8.59	2.28	1983	3
03/18/1983	12.81	10.52	8.57	2.29	1983	3
03/25/1983	12.86	10.60	8.75	2.26	1983	3
04/01/1983	12.82	10.62	8.88	2.20	1983	4
04/08/1983	12.82	10.52	9.43	2.30	1983	4
04/15/1983	12.79	10.37	8.76	2.42	1983	4
04/22/1983	12.75	10.38	8.70	2.37	1983	4
04/29/1983	12.73	10.33	8.58	2.40	1983	4
05/06/1983	12.71	10.19	8.80	2.52	1983	5
05/13/1983	12.59	10.21	8.48	2.38	1983	5
05/20/1983	12.55	10.45	8.59	2.10	1983	5
05/27/1983	12.68	10.59	8.72	2.09	1983	5
06/03/1983	12.74	10.79	8.77	1.95	1983	6
06/10/1983	12.82	10.87	8.84	1.95	1983	6
06/17/1983	12.96	10.71	8.84	2.25	1983	6
06/24/1983	12.96	10.87	9.14	2.09	1983	6
07/01/1983	13.08	11.01	8.90	2.07	1983	7
07/08/1983	13.30	11.25	9.39	2.05	1983	7
07/15/1983	13.50	11.40	9.21	2.10	1983	7
07/22/1983	13.58	11.36	9.43	2.22	1983	7
07/29/1983	13.65	11.57	9.46	2.08	1983	7
08/05/1983	13.73	11.95	9.59	1.78	1983	8
08/12/1983	13.84	12.10	9.66	1.74	1983	8
08/19/1983	13.89	11.71	9.67	2.18	1983	8
08/26/1983	13.78	11.58	9.41	2.20	1983	8
09/02/1983	13.77	11.94	9.44	1.83	1983	9
09/09/1983	13.77	11.76	9.53	2.01	1983	9
09/16/1983	13.72	11.69	9.54	2.03	1983	9
09/23/1983	13.72	11.59	9.48	2.13	1983	9
09/30/1983	13.65	11.46	9.04	2.19	1983	9
10/07/1983	13.59	11.38	10.00	2.21	1983	10
10/14/1983	13.60	11.60	9.46	2.00	1983	10
10/21/1983	13.52	11.47	9.36	2.05	1983	10
10/28/1983	13.43	11.68	9.36	1.75	1983	10
11/04/1983	13.42	11.75	9.40	1.67	1983	11
11/11/1983	13.47	11.80	9.36	1.67	1983	11
11/18/1983	13.42	11.70	9.42	1.72	1983	11
11/25/1983	13.43	11.59	9.26	1.84	1983	11
12/02/1983	13.41	11.64	9.27	1.77	1983	12
12/09/1983	13.38	11.82	9.49	1.56	1983	12
12/16/1983	13.42	11.93	9.52	1.49	1983	12
12/23/1983	13.46	11.82	9.62	1.64	1983	12
12/30/1983	13.43	11.79	8.96	1.64	1983	12
01/06/1984	13.43	11.79	10.06	1.64	1984	1
01/13/1984	13.40	11.71	9.53	1.69	1984	1
01/20/1984	13.35	11.59	9.54	1.76	1984	1
01/27/1984	13.29	11.63	9.53	1.66	1984	1
02/03/1984	13.26	11.63	9.41	1.63	1984	2
02/10/1984	13.23	11.74	9.58	1.49	1984	2
02/17/1984	13.19	11.85	9.53	1.34	1984	2
02/24/1984	13.25	11.97	9.60	1.28	1984	2
03/02/1984	13.23	12.05	9.62	1.18	1984	3
03/09/1984	13.30	12.18	9.74	1.12	1984	3
03/16/1984	13.37	12.29	9.79	1.08	1984	3
03/23/1984	13.48	12.46	10.04	1.02	1984	3
03/30/1984	13.55	12.46	9.97	1.09	1984	3
04/06/1984	13.63	12.61	10.41	1.02	1984	4
04/13/1984	13.58	12.49	10.13	1.09	1984	4
04/20/1984	13.67	12.66	10.37	1.01	1984	4
04/27/1984	13.73	12.74	9.98	0.99	1984	4
05/04/1984	13.78	12.89	10.70	0.89	1984	5
05/11/1984	13.87	13.23	10.46	0.64	1984	5
05/18/1984	14.04	13.49	10.52	0.55	1984	5
05/25/1984	14.08	13.59	9.75	0.49	1984	5
06/01/1984	14.29	13.86	10.30	0.43	1984	6
06/08/1984	14.33	13.47	10.72	0.86	1984	6
06/15/1984	14.47	13.43	10.85	1.04	1984	6
06/22/1984	14.49	13.55	11.49	0.94	1984	6
06/29/1984	14.50	13.79	11.27	0.71	1984	6
07/06/1984	14.66	13.80	10.91	0.86	1984	7
07/13/1984	14.68	13.46	11.25	1.22	1984	7
07/20/1984	14.66	13.32	11.21	1.34	1984	7
07/27/1984	14.67	13.11	11.19	1.56	1984	7
08/03/1984	14.68	12.82	11.53	1.86	1984	8
08/10/1984	14.54	12.67	11.59	1.87	1984	8
08/17/1984	14.39	12.71	11.63	1.68	1984	8
08/24/1984	14.36	12.66	11.77	1.70	1984	8
08/31/1984	14.38	12.82	11.50	1.56	1984	8
09/07/1984	14.42	12.83	11.68	1.59	1984	9
09/14/1984	14.43	12.51	11.52	1.92	1984	9
09/21/1984	14.29	12.35	11.46	1.94	1984	9
09/28/1984	14.26	12.46	10.73	1.80	1984	9
10/05/1984	14.18	12.51	11.20	1.67	1984	10
10/12/1984	14.19	12.33	10.01	1.86	1984	10
10/19/1984	14.10	12.19	10.22	1.91	1984	10
10/26/1984	14.05	11.85	9.45	2.20	1984	10
11/02/1984	13.85	11.76	9.73	2.09	1984	11
11/09/1984	13.74	11.71	9.87	2.03	1984	11
11/16/1984	13.63	11.75	9.55	1.88	1984	11
11/23/1984	13.55	11.44	9.47	2.11	1984	11
11/30/1984	13.42	11.39	9.00	2.03	1984	11
12/07/1984	13.20	11.58	8.83	1.62	1984	12
12/14/1984	13.20	11.61	8.70	1.59	1984	12
12/21/1984	13.18	11.37	7.99	1.81	1984	12
12/28/1984	13.14	11.42	7.95	1.72	1984	12
01/04/1985	13.10	11.64	8.75	1.46	1985	1
01/11/1985	13.12	11.50	8.27	1.62	1985	1
01/18/1985	13.12	11.49	8.23	1.63	1985	1
01/25/1985	12.96	11.16	8.19	1.80	1985	1
02/01/1985	12.93	11.15	8.45	1.78	1985	2
02/08/1985	12.91	11.37	8.59	1.54	1985	2
02/15/1985	12.90	11.37	8.44	1.53	1985	2
02/22/1985	12.94	11.57	8.57	1.37	1985	2
03/01/1985	13.02	11.83	8.40	1.19	1985	3
03/08/1985	13.10	11.87	8.63	1.23	1985	3
03/15/1985	13.20	11.85	8.52	1.35	1985	3
03/22/1985	13.24	11.92	8.75	1.32	1985	3
03/29/1985	13.29	11.77	8.38	1.52	1985	3
04/05/1985	13.27	11.71	8.68	1.56	1985	4
04/12/1985	13.23	11.57	8.45	1.66	1985	4
04/19/1985	13.16	11.24	8.46	1.92	1985	4
04/26/1985	13.12	11.27	7.69	1.85	1985	4
05/03/1985	13.07	11.33	8.35	1.74	1985	5
05/10/1985	13.02	11.17	8.19	1.85	1985	5
05/17/1985	12.94	10.89	8.14	2.05	1985	5
05/24/1985	12.83	10.60	7.91	2.23	1985	5
05/31/1985	12.71	10.39	7.60	2.32	1985	5
06/07/1985	12.39	10.00	7.75	2.39	1985	6
06/14/1985	12.27	10.12	7.62	2.15	1985	6
06/21/1985	12.05	10.08	7.13	1.97	1985	6
06/28/1985	12.15	10.43	7.46	1.72	1985	6
07/05/1985	12.13	10.14	8.06	1.99	1985	7
07/12/1985	12.03	10.12	8.07	1.91	1985	7
07/19/1985	11.94	10.23	7.77	1.71	1985	7
07/26/1985	12.03	10.51	7.88	1.52	1985	7
08/02/1985	12.17	10.61	7.64	1.56	1985	8
08/09/1985	12.23	10.53	7.92	1.70	1985	8
08/16/1985	12.24	10.37	7.88	1.87	1985	8
08/23/1985	12.18	10.16	8.06	2.02	1985	8
08/30/1985	12.11	10.17	7.78	1.94	1985	8
09/06/1985	12.15	10.29	7.88	1.86	1985	9
09/13/1985	12.24	10.48	7.80	1.76	1985	9
09/20/1985	12.21	10.40	7.85	1.81	1985	9
09/27/1985	12.17	10.30	7.96	1.87	1985	9
10/04/1985	12.17	10.32	8.12	1.85	1985	10
10/11/1985	12.17	10.37	7.84	1.80	1985	10
10/18/1985	12.13	10.23	8.03	1.90	1985	10
10/25/1985	12.07	10.16	8.14	1.91	1985	10
11/01/1985	12.01	10.07	7.89	1.94	1985	11
11/08/1985	11.90	9.92	8.30	1.98	1985	11
11/15/1985	11.79	9.82	7.95	1.97	1985	11
11/22/1985	11.64	9.68	8.13	1.96	1985	11
11/29/1985	11.58	9.65	7.71	1.93	1985	11
12/06/1985	11.50	9.65	8.49	1.85	1985	12
12/13/1985	11.31	9.31	8.03	2.00	1985	12
12/20/1985	11.14	9.09	8.05	2.05	1985	12
12/27/1985	11.09	9.05	8.02	2.04	1985	12
01/03/1986	10.81	9.03	9.55	1.78	1986	1
01/10/1986	10.77	9.16	8.20	1.61	1986	1
01/17/1986	10.99	9.35	7.94	1.64	1986	1
01/24/1986	10.97	9.24	7.87	1.73	1986	1
01/31/1986	10.89	9.09	7.83	1.80	1986	1
02/07/1986	10.85	9.02	7.97	1.83	1986	2
02/14/1986	10.80	8.87	7.85	1.93	1986	2
02/21/1986	10.68	8.62	7.84	2.06	1986	2
02/28/1986	10.51	8.29	7.82	2.22	1986	2
03/07/1986	10.20	8.01	7.89	2.19	1986	3
03/14/1986	10.01	7.72	7.52	2.29	1986	3
03/21/1986	10.01	7.80	7.47	2.21	1986	3
03/28/1986	10.10	7.63	7.25	2.47	1986	3
04/04/1986	9.99	7.39	7.39	2.60	1986	4
04/11/1986	9.98	7.31	7.05	2.67	1986	4
04/18/1986	9.92	7.10	6.97	2.82	1986	4
04/25/1986	9.86	7.35	6.92	2.51	1986	4
05/02/1986	9.90	7.44	6.88	2.46	1986	5
05/09/1986	10.00	7.44	6.87	2.56	1986	5
05/16/1986	10.08	7.75	6.82	2.33	1986	5
05/23/1986	10.36	7.90	6.87	2.46	1986	5
05/30/1986	10.38	7.88	6.85	2.50	1986	5
06/06/1986	10.74	8.23	6.95	2.51	1986	6
06/13/1986	10.76	7.98	6.89	2.78	1986	6
06/20/1986	10.61	7.62	6.87	2.99	1986	6
06/27/1986	10.62	7.45	6.86	3.17	1986	6
07/04/1986	10.61	7.35	7.02	3.26	1986	7
07/11/1986	10.59	7.33	6.87	3.26	1986	7
07/18/1986	10.43	7.19	6.51	3.24	1986	7
07/25/1986	10.40	7.26	6.42	3.14	1986	7
08/01/1986	10.40	7.41	6.32	2.99	1986	8
08/08/1986	10.40	7.39	6.36	3.01	1986	8
08/15/1986	10.23	7.19	6.31	3.04	1986	8
08/22/1986	10.04	7.04	6.38	3.00	1986	8
08/29/1986	9.93	7.02	5.87	2.91	1986	8
09/05/1986	9.90	7.18	5.83	2.72	1986	9
09/12/1986	9.96	7.46	5.82	2.50	1986	9
09/19/1986	10.07	7.56	5.88	2.51	1986	9
09/26/1986	10.10	7.52	5.81	2.58	1986	9
10/03/1986	10.08	7.43	6.08	2.65	1986	10
10/10/1986	9.99	7.31	5.75	2.68	1986	10
10/17/1986	9.96	7.53	5.83	2.43	1986	10
10/24/1986	9.95	7.52	5.91	2.43	1986	10
10/31/1986	9.89	7.39	5.86	2.50	1986	10
11/07/1986	9.83	7.31	6.02	2.52	1986	11
11/14/1986	9.81	7.34	5.98	2.47	1986	11
11/21/1986	9.64	7.21	6.13	2.43	1986	11
11/28/1986	9.50	7.14	6.00	2.36	1986	11
12/05/1986	9.30	7.09	6.25	2.21	1986	12
12/12/1986	9.35	7.09	5.97	2.26	1986	12
12/19/1986	9.30	7.12	6.30	2.18	1986	12
12/26/1986	9.29	7.08	6.31	2.21	1986	12
01/02/1987	9.37	7.20	9.20	2.17	1987	1
01/09/1987	9.32	7.05	7.62	2.27	1987	1
01/16/1987	9.21	7.07	6.01	2.14	1987	1
01/23/1987	9.04	7.03	6.01	2.01	1987	1
01/30/1987	9.08	7.15	6.13	1.93	1987	1
02/06/1987	9.06	7.22	6.22	1.84	1987	2
02/13/1987	9.09	7.31	6.14	1.78	1987	2
02/20/1987	9.11	7.28	6.21	1.83	1987	2
02/27/1987	9.07	7.20	5.95	1.87	1987	2
03/06/1987	9.03	7.18	6.06	1.85	1987	3
03/13/1987	9.05	7.22	6.12	1.83	1987	3
03/20/1987	9.03	7.21	6.08	1.82	1987	3
03/27/1987	9.03	7.27	6.14	1.76	1987	3
04/03/1987	9.26	7.56	6.21	1.70	1987	4
04/10/1987	9.43	7.71	6.13	1.72	1987	4
04/17/1987	10.27	8.12	6.41	2.15	1987	4
04/24/1987	10.37	8.30	6.26	2.07	1987	4
05/01/1987	10.47	8.32	6.50	2.15	1987	5
05/08/1987	10.52	8.49	7.30	2.03	1987	5
05/15/1987	10.48	8.61	6.75	1.87	1987	5
05/22/1987	10.81	8.84	6.77	1.97	1987	5
05/29/1987	10.70	8.55	6.80	2.15	1987	5
06/05/1987	10.70	8.58	6.65	2.12	1987	6
06/12/1987	10.66	8.50	6.70	2.16	1987	6
06/19/1987	10.44	8.27	6.75	2.17	1987	6
06/26/1987	10.35	8.28	6.79	2.07	1987	6
07/03/1987	10.36	8.35	6.61	2.01	1987	7
07/10/1987	10.30	8.32	6.64	1.98	1987	7
07/17/1987	10.23	8.38	6.52	1.85	1987	7
07/24/1987	10.23	8.52	6.57	1.71	1987	7
07/31/1987	10.27	8.62	6.63	1.65	1987	7
08/07/1987	10.35	8.75	6.75	1.60	1987	8
08/14/1987	10.34	8.68	6.58	1.66	1987	8
08/21/1987	10.30	8.71	6.74	1.59	1987	8
08/28/1987	10.33	8.85	6.76	1.48	1987	8
09/04/1987	10.63	9.18	6.85	1.45	1987	9
09/11/1987	10.91	9.43	6.95	1.48	1987	9
09/18/1987	10.99	9.43	7.21	1.56	1987	9
09/25/1987	11.02	9.45	7.26	1.57	1987	9
10/02/1987	11.18	9.61	7.56	1.57	1987	10
10/09/1987	11.21	9.78	7.43	1.43	1987	10
10/16/1987	11.58	10.11	7.59	1.47	1987	10
10/23/1987	11.36	9.36	7.37	2.00	1987	10
10/30/1987	10.97	8.90	7.03	2.07	1987	10
11/06/1987	10.79	8.84	6.43	1.95	1987	11
11/13/1987	10.66	8.80	6.68	1.86	1987	11
11/20/1987	10.60	8.83	6.77	1.77	1987	11
11/27/1987	10.55	8.95	6.78	1.60	1987	11
12/04/1987	10.60	8.98	6.89	1.62	1987	12
12/11/1987	10.66	9.14	6.84	1.52	1987	12
12/18/1987	10.69	9.05	6.58	1.64	1987	12
12/25/1987	10.64	8.87	6.75	1.77	1987	12
12/31/1987	10.61	8.85	6.81	1.76	1987	12
01/08/1988	10.50	8.84	7.02	1.66	1988	1
01/15/1988	10.53	8.84	6.81	1.69	1988	1
01/22/1988	10.34	8.57	6.89	1.77	1988	1
01/29/1988	10.16	8.39	6.66	1.77	1988	1
02/05/1988	9.94	8.20	6.77	1.74	1988	2
02/12/1988	9.84	8.18	6.38	1.66	1988	2
02/19/1988	9.92	8.29	6.65	1.63	1988	2
02/26/1988	9.87	8.20	6.64	1.67	1988	2
03/04/1988	9.85	8.17	6.60	1.68	1988	3
03/11/1988	9.96	8.32	6.51	1.64	1988	3
03/18/1988	9.92	8.33	6.61	1.59	1988	3
03/25/1988	9.99	8.48	6.51	1.51	1988	3
04/01/1988	10.05	8.57	6.62	1.48	1988	4
04/08/1988	10.19	8.62	6.82	1.57	1988	4
04/15/1988	10.19	8.63	6.81	1.56	1988	4
04/22/1988	10.30	8.81	6.93	1.49	1988	4
04/29/1988	10.28	8.82	6.85	1.46	1988	4
05/06/1988	10.32	8.93	6.82	1.39	1988	5
05/13/1988	10.40	9.04	7.02	1.36	1988	5
05/20/1988	10.52	9.14	7.04	1.38	1988	5
05/27/1988	10.58	9.22	7.14	1.36	1988	5
06/03/1988	10.58	9.07	7.41	1.51	1988	6
06/10/1988	10.51	8.96	7.37	1.55	1988	6
06/17/1988	10.35	8.84	7.43	1.51	1988	6
06/24/1988	10.40	8.94	7.54	1.46	1988	6
07/01/1988	10.39	8.86	7.63	1.53	1988	7
07/08/1988	10.38	8.93	7.81	1.45	1988	7
07/15/1988	10.44	9.08	7.59	1.36	1988	7
07/22/1988	10.46	9.13	7.83	1.33	1988	7
07/29/1988	10.49	9.12	7.80	1.37	1988	7
08/05/1988	10.44	9.04	7.84	1.40	1988	8
08/12/1988	10.57	9.27	7.75	1.30	1988	8
08/19/1988	10.71	9.36	8.19	1.35	1988	8
08/26/1988	10.67	9.36	8.02	1.31	1988	8
09/02/1988	10.65	9.21	8.15	1.44	1988	9
09/09/1988	10.53	8.98	8.15	1.55	1988	9
09/16/1988	10.40	8.93	8.13	1.47	1988	9
09/23/1988	10.40	8.96	8.17	1.44	1988	9
09/30/1988	10.42	8.99	8.24	1.43	1988	9
10/07/1988	10.38	8.83	8.38	1.55	1988	10
10/14/1988	10.33	8.81	8.27	1.52	1988	10
10/21/1988	10.28	8.80	8.27	1.48	1988	10
10/28/1988	10.22	8.77	8.29	1.45	1988	10
11/04/1988	10.12	8.72	8.36	1.40	1988	11
11/11/1988	10.24	8.91	8.31	1.33	1988	11
11/18/1988	10.31	8.99	8.26	1.32	1988	11
11/25/1988	10.39	9.10	8.33	1.29	1988	11
12/02/1988	10.44	9.11	8.44	1.33	1988	12
12/09/1988	10.46	9.03	8.59	1.43	1988	12
12/16/1988	10.71	9.16	8.51	1.55	1988	12
12/23/1988	10.68	9.08	8.87	1.60	1988	12
12/30/1988	10.77	9.17	8.86	1.60	1988	12
01/06/1989	10.80	9.24	9.22	1.56	1989	1
01/13/1989	10.81	9.18	9.08	1.63	1989	1
01/20/1989	10.71	9.02	9.13	1.69	1989	1
01/27/1989	10.60	8.97	9.06	1.63	1989	1
02/03/1989	10.55	9.00	9.16	1.55	1989	2
02/10/1989	10.56	9.05	9.10	1.51	1989	2
02/17/1989	10.69	9.21	9.27	1.48	1989	2
02/24/1989	10.78	9.31	9.39	1.47	1989	2
03/03/1989	10.91	9.33	9.80	1.58	1989	3
03/10/1989	10.86	9.27	9.83	1.59	1989	3
03/17/1989	10.98	9.35	9.83	1.63	1989	3
03/24/1989	11.22	9.49	9.86	1.73	1989	3
03/31/1989	11.19	9.37	9.88	1.82	1989	3
04/07/1989	11.07	9.20	9.71	1.87	1989	4
04/14/1989	11.11	9.27	9.82	1.84	1989	4
04/21/1989	10.99	9.14	9.95	1.85	1989	4
04/28/1989	11.03	9.09	9.86	1.94	1989	4
05/05/1989	10.97	9.07	9.88	1.90	1989	5
05/12/1989	10.93	9.05	9.86	1.88	1989	5
05/19/1989	10.69	8.79	9.75	1.90	1989	5
05/26/1989	10.50	8.63	9.74	1.87	1989	5
06/02/1989	10.48	8.57	9.84	1.91	1989	6
06/09/1989	10.20	8.28	9.68	1.92	1989	6
06/16/1989	10.04	8.26	9.35	1.78	1989	6
06/23/1989	10.19	8.34	9.48	1.85	1989	6
06/30/1989	10.07	8.14	9.58	1.93	1989	6
07/07/1989	10.03	8.08	9.58	1.95	1989	7
07/14/1989	9.82	8.01	9.31	1.81	1989	7
07/21/1989	9.87	8.07	9.24	1.80	1989	7
07/28/1989	9.81	7.97	9.14	1.84	1989	7
08/04/1989	9.68	7.82	8.95	1.86	1989	8
08/11/1989	9.96	8.04	8.98	1.92	1989	8
08/18/1989	10.09	8.18	9.04	1.91	1989	8
08/25/1989	10.21	8.23	9.01	1.98	1989	8
09/01/1989	10.22	8.25	8.96	1.97	1989	9
09/08/1989	10.17	8.17	8.96	2.00	1989	9
09/15/1989	10.05	8.13	8.96	1.92	1989	9
09/22/1989	10.03	8.15	9.05	1.88	1989	9
09/29/1989	10.16	8.31	9.02	1.85	1989	9
10/06/1989	10.10	8.18	9.18	1.92	1989	10
10/13/1989	9.95	8.00	8.93	1.95	1989	10
10/20/1989	9.92	7.99	8.76	1.93	1989	10
10/27/1989	9.82	7.89	8.72	1.93	1989	10
11/03/1989	9.82	7.92	8.80	1.90	1989	11
11/10/1989	9.79	7.92	8.69	1.87	1989	11
11/17/1989	9.72	7.86	8.46	1.86	1989	11
11/24/1989	9.74	7.83	8.46	1.91	1989	11
12/01/1989	9.74	7.85	8.51	1.89	1989	12
12/08/1989	9.76	7.84	8.52	1.92	1989	12
12/15/1989	9.75	7.82	8.47	1.93	1989	12
12/22/1989	9.69	7.78	8.52	1.91	1989	12
12/29/1989	9.78	7.93	8.38	1.85	1989	12
01/05/1990	9.83	7.98	8.32	1.85	1990	1
01/12/1990	9.80	8.04	8.22	1.76	1990	1
01/19/1990	9.90	8.24	8.20	1.66	1990	1
01/26/1990	10.05	8.36	8.23	1.69	1990	1
02/02/1990	10.17	8.47	8.24	1.70	1990	2
02/09/1990	10.21	8.48	8.22	1.73	1990	2
02/16/1990	10.10	8.39	8.21	1.71	1990	2
02/23/1990	10.31	8.58	8.25	1.73	1990	2
03/02/1990	10.23	8.50	8.27	1.73	1990	3
03/09/1990	10.29	8.61	8.28	1.68	1990	3
03/16/1990	10.34	8.65	8.27	1.69	1990	3
03/23/1990	10.26	8.55	8.27	1.71	1990	3
03/30/1990	10.22	8.56	8.26	1.66	1990	3
04/06/1990	10.26	8.59	8.33	1.67	1990	4
04/13/1990	10.25	8.62	8.25	1.63	1990	4
04/20/1990	10.41	8.83	8.27	1.58	1990	4
04/27/1990	10.56	9.02	8.24	1.54	1990	4
05/04/1990	10.67	9.02	8.12	1.65	1990	5
