state.to	state.from	total	statecode.to	statecode.from
Nevada	Maryland	816	NV	MD
Nevada	Massachusetts	792	NV	MA
Nevada	Michigan	2597	NV	MI
Nevada	Minnesota	2966	NV	MN
Nevada	Mississippi	152	NV	MS
Nevada	Missouri	778	NV	MO
Nevada	Montana	1481	NV	MT
Nevada	Nebraska	801	NV	NE
Nevada	Nevada	0	NV	NV
Nevada	New Hampshire	64	NV	NH
Nevada	New Jersey	522	NV	NJ
Nevada	New Mexico	1388	NV	NM
Nevada	New York	3317	NV	NY
Nevada	North Carolina	1873	NV	NC
Nevada	North Dakota	309	NV	ND
Nevada	Ohio	1205	NV	OH
Nevada	Oklahoma	264	NV	OK
Nevada	Oregon	2575	NV	OR
Nevada	Pennsylvania	2102	NV	PA
Nevada	Rhode Island	325	NV	RI
Nevada	South Carolina	1374	NV	SC
Nevada	South Dakota	126	NV	SD
Nevada	Tennessee	123	NV	TN
Nevada	Texas	5271	NV	TX
Nevada	Utah	5845	NV	UT
Nevada	Vermont	0	NV	VT
Nevada	Virginia	1932	NV	VA
Nevada	Washington	6513	NV	WA
Nevada	West Virginia	280	NV	WV
Nevada	Wisconsin	1144	NV	WI
Nevada	Wyoming	543	NV	WY
New Hampshire	Alabama	125	NH	AL
New Hampshire	Alaska	0	NH	AK
New Hampshire	Arizona	669	NH	AZ
New Hampshire	Arkansas	0	NH	AR
New Hampshire	California	2609	NH	CA
New Hampshire	Colorado	941	NH	CO
New Hampshire	Connecticut	2744	NH	CT
New Hampshire	Delaware	173	NH	DE
New Hampshire	District of Columbia 	291	NH	DC
New Hampshire	Florida	3039	NH	FL
New Hampshire	Georgia	227	NH	GA
New Hampshire	Hawaii	54	NH	HI
New Hampshire	Idaho	0	NH	ID
New Hampshire	Illinois	563	NH	IL
New Hampshire	Indiana	1052	NH	IN
New Hampshire	Iowa	109	NH	IA
New Hampshire	Kansas	0	NH	KS
New Hampshire	Kentucky	361	NH	KY
New Hampshire	Louisiana	394	NH	LA
New Hampshire	Maine	4956	NH	ME
New Hampshire	Maryland	307	NH	MD
New Hampshire	Massachusetts	19187	NH	MA
New Hampshire	Michigan	636	NH	MI
New Hampshire	Minnesota	431	NH	MN
New Hampshire	Mississippi	241	NH	MS
New Hampshire	Missouri	248	NH	MO
New Hampshire	Montana	0	NH	MT
New Hampshire	Nebraska	84	NH	NE
New Hampshire	Nevada	128	NH	NV
New Hampshire	New Hampshire	0	NH	NH
New Hampshire	New Jersey	581	NH	NJ
New Hampshire	New Mexico	245	NH	NM
New Hampshire	New York	3364	NH	NY
New Hampshire	North Carolina	670	NH	NC
New Hampshire	North Dakota	0	NH	ND
New Hampshire	Ohio	565	NH	OH
New Hampshire	Oklahoma	0	NH	OK
New Hampshire	Oregon	351	NH	OR
New Hampshire	Pennsylvania	1259	NH	PA
New Hampshire	Rhode Island	931	NH	RI
New Hampshire	South Carolina	0	NH	SC
New Hampshire	South Dakota	0	NH	SD
New Hampshire	Tennessee	0	NH	TN
New Hampshire	Texas	1407	NH	TX
New Hampshire	Utah	0	NH	UT
New Hampshire	Vermont	3233	NH	VT
New Hampshire	Virginia	1039	NH	VA
New Hampshire	Washington	0	NH	WA
New Hampshire	West Virginia	28	NH	WV
New Hampshire	Wisconsin	204	NH	WI
New Hampshire	Wyoming	0	NH	WY
New Jersey	Alabama	250	NJ	AL
New Jersey	Alaska	839	NJ	AK
New Jersey	Arizona	1521	NJ	AZ
New Jersey	Arkansas	243	NJ	AR
New Jersey	California	5447	NJ	CA
New Jersey	Colorado	768	NJ	CO
New Jersey	Connecticut	2781	NJ	CT
New Jersey	Delaware	1142	NJ	DE
New Jersey	District of Columbia 	845	NJ	DC
New Jersey	Florida	9284	NJ	FL
New Jersey	Georgia	3630	NJ	GA
New Jersey	Hawaii	597	NJ	HI
New Jersey	Idaho	0	NJ	ID
New Jersey	Illinois	2438	NJ	IL
New Jersey	Indiana	1693	NJ	IN
New Jersey	Iowa	77	NJ	IA
New Jersey	Kansas	275	NJ	KS
New Jersey	Kentucky	205	NJ	KY
New Jersey	Louisiana	1933	NJ	LA
New Jersey	Maine	306	NJ	ME
New Jersey	Maryland	3215	NJ	MD
New Jersey	Massachusetts	4901	NJ	MA
New Jersey	Michigan	1616	NJ	MI
New Jersey	Minnesota	715	NJ	MN
New Jersey	Mississippi	273	NJ	MS
New Jersey	Missouri	607	NJ	MO
New Jersey	Montana	0	NJ	MT
New Jersey	Nebraska	214	NJ	NE
New Jersey	Nevada	716	NJ	NV
New Jersey	New Hampshire	517	NJ	NH
New Jersey	New Jersey	0	NJ	NJ
New Jersey	New Mexico	935	NJ	NM
New Jersey	New York	50792	NJ	NY
New Jersey	North Carolina	4947	NJ	NC
New Jersey	North Dakota	48	NJ	ND
New Jersey	Ohio	1660	NJ	OH
New Jersey	Oklahoma	235	NJ	OK
New Jersey	Oregon	423	NJ	OR
New Jersey	Pennsylvania	23371	NJ	PA
New Jersey	Rhode Island	672	NJ	RI
New Jersey	South Carolina	2805	NJ	SC
New Jersey	South Dakota	72	NJ	SD
New Jersey	Tennessee	869	NJ	TN
New Jersey	Texas	4778	NJ	TX
New Jersey	Utah	36	NJ	UT
New Jersey	Vermont	204	NJ	VT
New Jersey	Virginia	3124	NJ	VA
New Jersey	Washington	1152	NJ	WA
New Jersey	West Virginia	457	NJ	WV
New Jersey	Wisconsin	240	NJ	WI
New Jersey	Wyoming	206	NJ	WY
New Mexico	Alabama	356	NM	AL
New Mexico	Alaska	278	NM	AK
New Mexico	Arizona	3441	NM	AZ
New Mexico	Arkansas	42	NM	AR
New Mexico	California	6721	NM	CA
New Mexico	Colorado	5395	NM	CO
New Mexico	Connecticut	161	NM	CT
New Mexico	Delaware	0	NM	DE
New Mexico	District of Columbia 	0	NM	DC
New Mexico	Florida	2150	NM	FL
New Mexico	Georgia	1120	NM	GA
New Mexico	Hawaii	638	NM	HI
New Mexico	Idaho	611	NM	ID
New Mexico	Illinois	1267	NM	IL
New Mexico	Indiana	428	NM	IN
New Mexico	Iowa	181	NM	IA
New Mexico	Kansas	303	NM	KS
New Mexico	Kentucky	329	NM	KY
New Mexico	Louisiana	218	NM	LA
New Mexico	Maine	663	NM	ME
New Mexico	Maryland	539	NM	MD
New Mexico	Massachusetts	483	NM	MA
New Mexico	Michigan	1159	NM	MI
New Mexico	Minnesota	318	NM	MN
New Mexico	Mississippi	1327	NM	MS
New Mexico	Missouri	343	NM	MO
New Mexico	Montana	278	NM	MT
New Mexico	Nebraska	0	NM	NE
New Mexico	Nevada	688	NM	NV
New Mexico	New Hampshire	112	NM	NH
New Mexico	New Jersey	747	NM	NJ
New Mexico	New Mexico	0	NM	NM
New Mexico	New York	1632	NM	NY
New Mexico	North Carolina	540	NM	NC
New Mexico	North Dakota	0	NM	ND
New Mexico	Ohio	1322	NM	OH
New Mexico	Oklahoma	1311	NM	OK
New Mexico	Oregon	175	NM	OR
New Mexico	Pennsylvania	473	NM	PA
New Mexico	Rhode Island	87	NM	RI
New Mexico	South Carolina	1098	NM	SC
New Mexico	South Dakota	0	NM	SD
New Mexico	Tennessee	660	NM	TN
New Mexico	Texas	12101	NM	TX
New Mexico	Utah	1452	NM	UT
New Mexico	Vermont	128	NM	VT
New Mexico	Virginia	2350	NM	VA
New Mexico	Washington	1435	NM	WA
New Mexico	West Virginia	129	NM	WV
New Mexico	Wisconsin	120	NM	WI
New Mexico	Wyoming	444	NM	WY
New York	Alabama	850	NY	AL
New York	Alaska	1020	NY	AK
New York	Arizona	5993	NY	AZ
New York	Arkansas	1054	NY	AR
New York	California	25510	NY	CA
New York	Colorado	3101	NY	CO
New York	Connecticut	11684	NY	CT
New York	Delaware	1231	NY	DE
New York	District of Columbia 	5619	NY	DC
New York	Florida	26192	NY	FL
New York	Georgia	6462	NY	GA
New York	Hawaii	482	NY	HI
New York	Idaho	0	NY	ID
New York	Illinois	6499	NY	IL
New York	Indiana	2426	NY	IN
New York	Iowa	589	NY	IA
New York	Kansas	1061	NY	KS
New York	Kentucky	1115	NY	KY
New York	Louisiana	1790	NY	LA
New York	Maine	1138	NY	ME
New York	Maryland	7167	NY	MD
New York	Massachusetts	16726	NY	MA
New York	Michigan	4390	NY	MI
New York	Minnesota	1876	NY	MN
New York	Mississippi	1083	NY	MS
New York	Missouri	2441	NY	MO
New York	Montana	292	NY	MT
New York	Nebraska	144	NY	NE
New York	Nevada	1116	NY	NV
New York	New Hampshire	1668	NY	NH
New York	New Jersey	34588	NY	NJ
New York	New Mexico	969	NY	NM
New York	New York	0	NY	NY
New York	North Carolina	8543	NY	NC
New York	North Dakota	260	NY	ND
New York	Ohio	3256	NY	OH
New York	Oklahoma	1472	NY	OK
New York	Oregon	1624	NY	OR
New York	Pennsylvania	25385	NY	PA
New York	Rhode Island	944	NY	RI
New York	South Carolina	4912	NY	SC
New York	South Dakota	267	NY	SD
New York	Tennessee	2562	NY	TN
New York	Texas	12082	NY	TX
New York	Utah	1451	NY	UT
New York	Vermont	3118	NY	VT
New York	Virginia	8333	NY	VA
New York	Washington	3942	NY	WA
New York	West Virginia	1083	NY	WV
New York	Wisconsin	1781	NY	WI
New York	Wyoming	320	NY	WY
North Carolina	Alabama	3733	NC	AL
North Carolina	Alaska	578	NC	AK
North Carolina	Arizona	5963	NC	AZ
North Carolina	Arkansas	707	NC	AR
North Carolina	California	16985	NC	CA
North Carolina	Colorado	3634	NC	CO
North Carolina	Connecticut	6709	NC	CT
North Carolina	Delaware	1676	NC	DE
North Carolina	District of Columbia 	3401	NC	DC
North Carolina	Florida	27771	NC	FL
North Carolina	Georgia	17676	NC	GA
North Carolina	Hawaii	2910	NC	HI
North Carolina	Idaho	729	NC	ID
North Carolina	Illinois	8100	NC	IL
North Carolina	Indiana	4903	NC	IN
North Carolina	Iowa	3180	NC	IA
North Carolina	Kansas	2260	NC	KS
North Carolina	Kentucky	4702	NC	KY
North Carolina	Louisiana	2632	NC	LA
North Carolina	Maine	1904	NC	ME
North Carolina	Maryland	11383	NC	MD
North Carolina	Massachusetts	5387	NC	MA
North Carolina	Michigan	6588	NC	MI
North Carolina	Minnesota	2635	NC	MN
North Carolina	Mississippi	721	NC	MS
North Carolina	Missouri	3207	NC	MO
North Carolina	Montana	576	NC	MT
North Carolina	Nebraska	1631	NC	NE
North Carolina	Nevada	1854	NC	NV
North Carolina	New Hampshire	1195	NC	NH
North Carolina	New Jersey	13233	NC	NJ
North Carolina	New Mexico	1958	NC	NM
North Carolina	New York	23594	NC	NY
North Carolina	North Carolina	0	NC	NC
North Carolina	North Dakota	1176	NC	ND
North Carolina	Ohio	7405	NC	OH
North Carolina	Oklahoma	1067	NC	OK
North Carolina	Oregon	733	NC	OR
North Carolina	Pennsylvania	12979	NC	PA
North Carolina	Rhode Island	838	NC	RI
North Carolina	South Carolina	27321	NC	SC
North Carolina	South Dakota	1730	NC	SD
North Carolina	Tennessee	7575	NC	TN
North Carolina	Texas	15245	NC	TX
North Carolina	Utah	1278	NC	UT
North Carolina	Vermont	691	NC	VT
North Carolina	Virginia	31390	NC	VA
North Carolina	Washington	1883	NC	WA
North Carolina	West Virginia	3387	NC	WV
North Carolina	Wisconsin	1217	NC	WI
North Carolina	Wyoming	582	NC	WY
North Dakota	Alabama	0	ND	AL
North Dakota	Alaska	196	ND	AK
North Dakota	Arizona	1008	ND	AZ
North Dakota	Arkansas	255	ND	AR
North Dakota	California	2601	ND	CA
North Dakota	Colorado	984	ND	CO
North Dakota	Connecticut	261	ND	CT
North Dakota	Delaware	0	ND	DE
North Dakota	District of Columbia 	0	ND	DC
North Dakota	Florida	367	ND	FL
North Dakota	Georgia	367	ND	GA
North Dakota	Hawaii	39	ND	HI
North Dakota	Idaho	205	ND	ID
North Dakota	Illinois	730	ND	IL
North Dakota	Indiana	150	ND	IN
North Dakota	Iowa	2500	ND	IA
North Dakota	Kansas	84	ND	KS
North Dakota	Kentucky	30	ND	KY
North Dakota	Louisiana	244	ND	LA
North Dakota	Maine	0	ND	ME
North Dakota	Maryland	307	ND	MD
North Dakota	Massachusetts	103	ND	MA
North Dakota	Michigan	1722	ND	MI
North Dakota	Minnesota	13712	ND	MN
North Dakota	Mississippi	238	ND	MS
North Dakota	Missouri	1187	ND	MO
North Dakota	Montana	1214	ND	MT
North Dakota	Nebraska	425	ND	NE
North Dakota	Nevada	262	ND	NV
North Dakota	New Hampshire	240	ND	NH
North Dakota	New Jersey	0	ND	NJ
North Dakota	New Mexico	223	ND	NM
North Dakota	New York	1055	ND	NY
North Dakota	North Carolina	376	ND	NC
North Dakota	North Dakota	0	ND	ND
North Dakota	Ohio	928	ND	OH
North Dakota	Oklahoma	459	ND	OK
North Dakota	Oregon	22	ND	OR
North Dakota	Pennsylvania	24	ND	PA
North Dakota	Rhode Island	18	ND	RI
North Dakota	South Carolina	337	ND	SC
North Dakota	South Dakota	2300	ND	SD
North Dakota	Tennessee	420	ND	TN
North Dakota	Texas	3968	ND	TX
North Dakota	Utah	168	ND	UT
North Dakota	Vermont	0	ND	VT
North Dakota	Virginia	121	ND	VA
North Dakota	Washington	1675	ND	WA
North Dakota	West Virginia	199	ND	WV
North Dakota	Wisconsin	660	ND	WI
North Dakota	Wyoming	234	ND	WY
Ohio	Alabama	2038	OH	AL
Ohio	Alaska	1330	OH	AK
Ohio	Arizona	4257	OH	AZ
Ohio	Arkansas	1404	OH	AR
Ohio	California	11145	OH	CA
Ohio	Colorado	3137	OH	CO
Ohio	Connecticut	2126	OH	CT
Ohio	Delaware	221	OH	DE
Ohio	District of Columbia 	1493	OH	DC
Ohio	Florida	12911	OH	FL
Ohio	Georgia	5971	OH	GA
Ohio	Hawaii	461	OH	HI
Ohio	Idaho	0	OH	ID
Ohio	Illinois	11733	OH	IL
Ohio	Indiana	11837	OH	IN
Ohio	Iowa	1418	OH	IA
Ohio	Kansas	1182	OH	KS
Ohio	Kentucky	13849	OH	KY
Ohio	Louisiana	1273	OH	LA
Ohio	Maine	643	OH	ME
Ohio	Maryland	3591	OH	MD
Ohio	Massachusetts	3603	OH	MA
Ohio	Michigan	13867	OH	MI
Ohio	Minnesota	1772	OH	MN
Ohio	Mississippi	890	OH	MS
Ohio	Missouri	3246	OH	MO
Ohio	Montana	285	OH	MT
Ohio	Nebraska	647	OH	NE
Ohio	Nevada	1959	OH	NV
Ohio	New Hampshire	1510	OH	NH
Ohio	New Jersey	3475	OH	NJ
Ohio	New Mexico	443	OH	NM
Ohio	New York	11176	OH	NY
Ohio	North Carolina	6777	OH	NC
Ohio	North Dakota	329	OH	ND
Ohio	Ohio	0	OH	OH
Ohio	Oklahoma	1058	OH	OK
Ohio	Oregon	1539	OH	OR
Ohio	Pennsylvania	15932	OH	PA
Ohio	Rhode Island	307	OH	RI
Ohio	South Carolina	2804	OH	SC
Ohio	South Dakota	80	OH	SD
Ohio	Tennessee	5162	OH	TN
Ohio	Texas	11553	OH	TX
Ohio	Utah	602	OH	UT
Ohio	Vermont	110	OH	VT
Ohio	Virginia	8655	OH	VA
Ohio	Washington	2601	OH	WA
Ohio	West Virginia	9059	OH	WV
Ohio	Wisconsin	1977	OH	WI
Ohio	Wyoming	37	OH	WY
Oklahoma	Alabama	957	OK	AL
Oklahoma	Alaska	278	OK	AK
Oklahoma	Arizona	2495	OK	AZ
Oklahoma	Arkansas	6881	OK	AR
Oklahoma	California	7753	OK	CA
Oklahoma	Colorado	4362	OK	CO
Oklahoma	Connecticut	66	OK	CT
Oklahoma	Delaware	666	OK	DE
Oklahoma	District of Columbia 	365	OK	DC
Oklahoma	Florida	3779	OK	FL
Oklahoma	Georgia	2757	OK	GA
Oklahoma	Hawaii	679	OK	HI
Oklahoma	Idaho	317	OK	ID
Oklahoma	Illinois	3493	OK	IL
Oklahoma	Indiana	905	OK	IN
Oklahoma	Iowa	658	OK	IA
Oklahoma	Kansas	10058	OK	KS
Oklahoma	Kentucky	660	OK	KY
Oklahoma	Louisiana	2604	OK	LA
Oklahoma	Maine	304	OK	ME
Oklahoma	Maryland	1186	OK	MD
Oklahoma	Massachusetts	1052	OK	MA
Oklahoma	Michigan	3298	OK	MI
Oklahoma	Minnesota	1015	OK	MN
Oklahoma	Mississippi	712	OK	MS
Oklahoma	Missouri	3709	OK	MO
Oklahoma	Montana	219	OK	MT
Oklahoma	Nebraska	977	OK	NE
Oklahoma	Nevada	701	OK	NV
Oklahoma	New Hampshire	119	OK	NH
Oklahoma	New Jersey	917	OK	NJ
Oklahoma	New Mexico	2070	OK	NM
Oklahoma	New York	1922	OK	NY
Oklahoma	North Carolina	2083	OK	NC
Oklahoma	North Dakota	648	OK	ND
Oklahoma	Ohio	1872	OK	OH
Oklahoma	Oklahoma	0	OK	OK
Oklahoma	Oregon	275	OK	OR
Oklahoma	Pennsylvania	770	OK	PA
Oklahoma	Rhode Island	270	OK	RI
Oklahoma	South Carolina	945	OK	SC
Oklahoma	South Dakota	65	OK	SD
Oklahoma	Tennessee	1293	OK	TN
Oklahoma	Texas	28642	OK	TX
Oklahoma	Utah	1020	OK	UT
Oklahoma	Vermont	203	OK	VT
Oklahoma	Virginia	1686	OK	VA
Oklahoma	Washington	1457	OK	WA
Oklahoma	West Virginia	641	OK	WV
Oklahoma	Wisconsin	924	OK	WI
Oklahoma	Wyoming	150	OK	WY
Oregon	Alabama	654	OR	AL
Oregon	Alaska	1617	OR	AK
Oregon	Arizona	6349	OR	AZ
Oregon	Arkansas	631	OR	AR
Oregon	California	40447	OR	CA
Oregon	Colorado	3011	OR	CO
Oregon	Connecticut	567	OR	CT
Oregon	Delaware	502	OR	DE
Oregon	District of Columbia 	789	OR	DC
Oregon	Florida	2795	OR	FL
Oregon	Georgia	1288	OR	GA
Oregon	Hawaii	3476	OR	HI
Oregon	Idaho	6377	OR	ID
Oregon	Illinois	1653	OR	IL
Oregon	Indiana	826	OR	IN
Oregon	Iowa	1553	OR	IA
Oregon	Kansas	582	OR	KS
Oregon	Kentucky	0	OR	KY
Oregon	Louisiana	1601	OR	LA
Oregon	Maine	234	OR	ME
Oregon	Maryland	878	OR	MD
Oregon	Massachusetts	2295	OR	MA
Oregon	Michigan	1644	OR	MI
Oregon	Minnesota	2035	OR	MN
Oregon	Mississippi	146	OR	MS
Oregon	Missouri	1668	OR	MO
Oregon	Montana	3424	OR	MT
Oregon	Nebraska	370	OR	NE
Oregon	Nevada	2855	OR	NV
Oregon	New Hampshire	1292	OR	NH
Oregon	New Jersey	164	OR	NJ
Oregon	New Mexico	685	OR	NM
Oregon	New York	2028	OR	NY
Oregon	North Carolina	2106	OR	NC
Oregon	North Dakota	299	OR	ND
Oregon	Ohio	1720	OR	OH
Oregon	Oklahoma	800	OR	OK
Oregon	Oregon	0	OR	OR
Oregon	Pennsylvania	2018	OR	PA
Oregon	Rhode Island	189	OR	RI
Oregon	South Carolina	1378	OR	SC
Oregon	South Dakota	72	OR	SD
Oregon	Tennessee	1190	OR	TN
Oregon	Texas	4761	OR	TX
Oregon	Utah	1649	OR	UT
Oregon	Vermont	442	OR	VT
Oregon	Virginia	2329	OR	VA
Oregon	Washington	25055	OR	WA
Oregon	West Virginia	106	OR	WV
Oregon	Wisconsin	1591	OR	WI
Oregon	Wyoming	1021	OR	WY
Pennsylvania	Alabama	1663	PA	AL
Pennsylvania	Alaska	368	PA	AK
Pennsylvania	Arizona	2921	PA	AZ
Pennsylvania	Arkansas	765	PA	AR
Pennsylvania	California	10249	PA	CA
Pennsylvania	Colorado	3115	PA	CO
Pennsylvania	Connecticut	5967	PA	CT
Pennsylvania	Delaware	7615	PA	DE
Pennsylvania	District of Columbia 	1487	PA	DC
Pennsylvania	Florida	14676	PA	FL
Pennsylvania	Georgia	3600	PA	GA
Pennsylvania	Hawaii	524	PA	HI
Pennsylvania	Idaho	879	PA	ID
Pennsylvania	Illinois	4054	PA	IL
Pennsylvania	Indiana	2227	PA	IN
Pennsylvania	Iowa	506	PA	IA
Pennsylvania	Kansas	998	PA	KS
Pennsylvania	Kentucky	1855	PA	KY
Pennsylvania	Louisiana	199	PA	LA
Pennsylvania	Maine	963	PA	ME
Pennsylvania	Maryland	17424	PA	MD
Pennsylvania	Massachusetts	5285	PA	MA
Pennsylvania	Michigan	3274	PA	MI
Pennsylvania	Minnesota	1799	PA	MN
Pennsylvania	Mississippi	1560	PA	MS
Pennsylvania	Missouri	972	PA	MO
Pennsylvania	Montana	259	PA	MT
Pennsylvania	Nebraska	82	PA	NE
Pennsylvania	Nevada	1057	PA	NV
Pennsylvania	New Hampshire	1685	PA	NH
Pennsylvania	New Jersey	41578	PA	NJ
Pennsylvania	New Mexico	658	PA	NM
Pennsylvania	New York	32857	PA	NY
Pennsylvania	North Carolina	7228	PA	NC
Pennsylvania	North Dakota	345	PA	ND
Pennsylvania	Ohio	13453	PA	OH
Pennsylvania	Oklahoma	776	PA	OK
Pennsylvania	Oregon	1168	PA	OR
Pennsylvania	Pennsylvania	0	PA	PA
Pennsylvania	Rhode Island	896	PA	RI
Pennsylvania	South Carolina	3263	PA	SC
Pennsylvania	South Dakota	223	PA	SD
Pennsylvania	Tennessee	1979	PA	TN
Pennsylvania	Texas	7490	PA	TX
Pennsylvania	Utah	2073	PA	UT
Pennsylvania	Vermont	785	PA	VT
Pennsylvania	Virginia	11249	PA	VA
Pennsylvania	Washington	1056	PA	WA
Pennsylvania	West Virginia	5173	PA	WV
Pennsylvania	Wisconsin	1731	PA	WI
Pennsylvania	Wyoming	674	PA	WY
Rhode Island	Alabama	39	RI	AL
Rhode Island	Alaska	93	RI	AK
Rhode Island	Arizona	647	RI	AZ
Rhode Island	Arkansas	0	RI	AR
Rhode Island	California	1879	RI	CA
Rhode Island	Colorado	285	RI	CO
Rhode Island	Connecticut	3861	RI	CT
Rhode Island	Delaware	0	RI	DE
Rhode Island	District of Columbia 	6	RI	DC
Rhode Island	Florida	4363	RI	FL
Rhode Island	Georgia	191	RI	GA
Rhode Island	Hawaii	18	RI	HI
Rhode Island	Idaho	244	RI	ID
Rhode Island	Illinois	265	RI	IL
Rhode Island	Indiana	53	RI	IN
Rhode Island	Iowa	0	RI	IA
Rhode Island	Kansas	169	RI	KS
Rhode Island	Kentucky	118	RI	KY
Rhode Island	Louisiana	60	RI	LA
Rhode Island	Maine	422	RI	ME
Rhode Island	Maryland	500	RI	MD
Rhode Island	Massachusetts	12652	RI	MA
Rhode Island	Michigan	61	RI	MI
Rhode Island	Minnesota	58	RI	MN
Rhode Island	Mississippi	37	RI	MS
Rhode Island	Missouri	355	RI	MO
Rhode Island	Montana	0	RI	MT
Rhode Island	Nebraska	0	RI	NE
Rhode Island	Nevada	58	RI	NV
Rhode Island	New Hampshire	690	RI	NH
Rhode Island	New Jersey	1380	RI	NJ
Rhode Island	New Mexico	0	RI	NM
Rhode Island	New York	2951	RI	NY
Rhode Island	North Carolina	1140	RI	NC
Rhode Island	North Dakota	0	RI	ND
Rhode Island	Ohio	274	RI	OH
Rhode Island	Oklahoma	0	RI	OK
Rhode Island	Oregon	394	RI	OR
Rhode Island	Pennsylvania	1040	RI	PA
Rhode Island	Rhode Island	0	RI	RI
Rhode Island	South Carolina	445	RI	SC
Rhode Island	South Dakota	0	RI	SD
Rhode Island	Tennessee	908	RI	TN
Rhode Island	Texas	1164	RI	TX
Rhode Island	Utah	427	RI	UT
Rhode Island	Vermont	78	RI	VT
Rhode Island	Virginia	356	RI	VA
Rhode Island	Washington	636	RI	WA
Rhode Island	West Virginia	27	RI	WV
Rhode Island	Wisconsin	0	RI	WI
Rhode Island	Wyoming	0	RI	WY
South Carolina	Alabama	1854	SC	AL
South Carolina	Alaska	250	SC	AK
South Carolina	Arizona	900	SC	AZ
South Carolina	Arkansas	1612	SC	AR
South Carolina	California	5915	SC	CA
South Carolina	Colorado	2725	SC	CO
South Carolina	Connecticut	3355	SC	CT
South Carolina	Delaware	214	SC	DE
South Carolina	District of Columbia 	262	SC	DC
South Carolina	Florida	16323	SC	FL
South Carolina	Georgia	15548	SC	GA
South Carolina	Hawaii	602	SC	HI
South Carolina	Idaho	285	SC	ID
South Carolina	Illinois	4051	SC	IL
South Carolina	Indiana	2033	SC	IN
South Carolina	Iowa	1036	SC	IA
South Carolina	Kansas	676	SC	KS
South Carolina	Kentucky	3007	SC	KY
South Carolina	Louisiana	1751	SC	LA
South Carolina	Maine	1006	SC	ME
South Carolina	Maryland	4963	SC	MD
South Carolina	Massachusetts	3002	SC	MA
South Carolina	Michigan	3496	SC	MI
South Carolina	Minnesota	987	SC	MN
South Carolina	Mississippi	1309	SC	MS
South Carolina	Missouri	2086	SC	MO
South Carolina	Montana	198	SC	MT
South Carolina	Nebraska	195	SC	NE
South Carolina	Nevada	659	SC	NV
South Carolina	New Hampshire	566	SC	NH
South Carolina	New Jersey	4951	SC	NJ
South Carolina	New Mexico	177	SC	NM
South Carolina	New York	9301	SC	NY
South Carolina	North Carolina	31369	SC	NC
South Carolina	North Dakota	189	SC	ND
South Carolina	Ohio	6694	SC	OH
South Carolina	Oklahoma	705	SC	OK
South Carolina	Oregon	560	SC	OR
South Carolina	Pennsylvania	9489	SC	PA
South Carolina	Rhode Island	628	SC	RI
South Carolina	South Carolina	0	SC	SC
South Carolina	South Dakota	70	SC	SD
South Carolina	Tennessee	5542	SC	TN
South Carolina	Texas	5987	SC	TX
South Carolina	Utah	1243	SC	UT
South Carolina	Vermont	388	SC	VT
South Carolina	Virginia	8736	SC	VA
South Carolina	Washington	751	SC	WA
South Carolina	West Virginia	1498	SC	WV
South Carolina	Wisconsin	1222	SC	WI
South Carolina	Wyoming	0	SC	WY
South Dakota	Alabama	14	SD	AL
South Dakota	Alaska	289	SD	AK
South Dakota	Arizona	1240	SD	AZ
South Dakota	Arkansas	486	SD	AR
South Dakota	California	1340	SD	CA
South Dakota	Colorado	1200	SD	CO
South Dakota	Connecticut	32	SD	CT
South Dakota	Delaware	0	SD	DE
South Dakota	District of Columbia 	0	SD	DC
South Dakota	Florida	263	SD	FL
South Dakota	Georgia	268	SD	GA
South Dakota	Hawaii	0	SD	HI
South Dakota	Idaho	92	SD	ID
South Dakota	Illinois	1075	SD	IL
South Dakota	Indiana	157	SD	IN
South Dakota	Iowa	2290	SD	IA
South Dakota	Kansas	308	SD	KS
South Dakota	Kentucky	31	SD	KY
South Dakota	Louisiana	0	SD	LA
South Dakota	Maine	0	SD	ME
South Dakota	Maryland	207	SD	MD
South Dakota	Massachusetts	0	SD	MA
South Dakota	Michigan	190	SD	MI
South Dakota	Minnesota	3878	SD	MN
South Dakota	Mississippi	10	SD	MS
South Dakota	Missouri	440	SD	MO
South Dakota	Montana	391	SD	MT
South Dakota	Nebraska	2606	SD	NE
South Dakota	Nevada	353	SD	NV
South Dakota	New Hampshire	0	SD	NH
South Dakota	New Jersey	36	SD	NJ
South Dakota	New Mexico	28	SD	NM
South Dakota	New York	0	SD	NY
South Dakota	North Carolina	366	SD	NC
South Dakota	North Dakota	2669	SD	ND
South Dakota	Ohio	29	SD	OH
South Dakota	Oklahoma	219	SD	OK
South Dakota	Oregon	54	SD	OR
South Dakota	Pennsylvania	84	SD	PA
South Dakota	Rhode Island	0	SD	RI
South Dakota	South Carolina	1138	SD	SC
South Dakota	South Dakota	0	SD	SD
South Dakota	Tennessee	404	SD	TN
South Dakota	Texas	1742	SD	TX
South Dakota	Utah	591	SD	UT
South Dakota	Vermont	0	SD	VT
South Dakota	Virginia	358	SD	VA
South Dakota	Washington	126	SD	WA
South Dakota	West Virginia	0	SD	WV
South Dakota	Wisconsin	532	SD	WI
South Dakota	Wyoming	1426	SD	WY
Tennessee	Alabama	10291	TN	AL
Tennessee	Alaska	624	TN	AK
Tennessee	Arizona	2513	TN	AZ
Tennessee	Arkansas	6071	TN	AR
Tennessee	California	10032	TN	CA
