name	id	value	code	date	type
"El Paso, TX"	2015.IV	142.4	metro	12/31/2015	level
"El Paso, TX"	2016.I	137.5	metro	3/30/2016	level
"El Paso, TX"	2016.II	149.3	metro	6/30/2016	level
"El Paso, TX"	Q2-Q2	0.049929677	metro	6/30/2016	pc
"Erie, PA"	2015.II	125	metro	6/30/2015	level
"Erie, PA"	2015.III	125.2	metro	9/30/2015	level
"Erie, PA"	2015.IV	108.6	metro	12/31/2015	level
"Erie, PA"	2016.I	100.2	metro	3/30/2016	level
"Erie, PA"	2016.II	115.1	metro	6/30/2016	level
"Erie, PA"	Q2-Q2	-0.0792	metro	6/30/2016	pc
"Eugene, OR"	2015.II	222.6	metro	6/30/2015	level
"Eugene, OR"	2015.III	226.2	metro	9/30/2015	level
"Eugene, OR"	2015.IV	222.8	metro	12/31/2015	level
"Eugene, OR"	2016.I	225.2	metro	3/30/2016	level
"Eugene, OR"	2016.II	242.8	metro	6/30/2016	level
"Eugene, OR"	Q2-Q2	0.090745732	metro	6/30/2016	pc
"Fargo, ND-MN"	2015.II	190.3	metro	6/30/2015	level
"Fargo, ND-MN"	2015.III	191.8	metro	9/30/2015	level
"Fargo, ND-MN"	2015.IV	193.8	metro	12/31/2015	level
"Fargo, ND-MN"	2016.I	192.7	metro	3/30/2016	level
"Fargo, ND-MN"	2016.II	205.7	metro	6/30/2016	level
"Fargo, ND-MN"	Q2-Q2	0.080924855	metro	6/30/2016	pc
"Farmington, NM "	2015.II	176.6	metro	6/30/2015	level
"Farmington, NM "	2015.III	178.4	metro	9/30/2015	level
"Farmington, NM "	2015.IV	165.4	metro	12/31/2015	level
"Farmington, NM "	2016.I	176.1	metro	3/30/2016	level
"Farmington, NM "	2016.II	169.4	metro	6/30/2016	level
"Farmington, NM "	Q2-Q2	-0.040770102	metro	6/30/2016	pc
"Fayetteville, NC"	2015.II	159.9	metro	6/30/2015	level
"Fayetteville, NC"	2015.III	152.1	metro	9/30/2015	level
"Fayetteville, NC"	2015.IV	157.6	metro	12/31/2015	level
"Fayetteville, NC"	2016.I	166	metro	3/30/2016	level
"Fayetteville, NC"	2016.II	167.7	metro	6/30/2016	level
"Fayetteville, NC"	Q2-Q2	0.048780488	metro	6/30/2016	pc
"Florence, SC "	2015.II	135.2	metro	6/30/2015	level
"Florence, SC "	2015.III	136.8	metro	9/30/2015	level
"Florence, SC "	2015.IV	137.9	metro	12/31/2015	level
"Florence, SC "	2016.I	130.7	metro	3/30/2016	level
"Florence, SC "	2016.II	145.1	metro	6/30/2016	level
"Florence, SC "	Q2-Q2	0.073224852	metro	6/30/2016	pc
"Fond du Lac, WI"	2015.II	130.4	metro	6/30/2015	level
"Fond du Lac, WI"	2015.III	123.4	metro	9/30/2015	level
"Fond du Lac, WI"	2015.IV	126.9	metro	12/31/2015	level
"Fond du Lac, WI"	2016.I	111.5	metro	3/30/2016	level
"Fond du Lac, WI"	2016.II	126.2	metro	6/30/2016	level
"Fond du Lac, WI"	Q2-Q2	-0.032208589	metro	6/30/2016	pc
"Fort Wayne, IN"	2015.II	118.8	metro	6/30/2015	level
"Fort Wayne, IN"	2015.III	120.7	metro	9/30/2015	level
"Fort Wayne, IN"	2015.IV	113.5	metro	12/31/2015	level
"Fort Wayne, IN"	2016.I	115.3	metro	3/30/2016	level
"Fort Wayne, IN"	2016.II	128.4	metro	6/30/2016	level
"Fort Wayne, IN"	Q2-Q2	0.080808081	metro	6/30/2016	pc
"Gainesville, FL"	2015.II	190	metro	6/30/2015	level
"Gainesville, FL"	2015.III	180	metro	9/30/2015	level
"Gainesville, FL"	2015.IV	180	metro	12/31/2015	level
"Gainesville, FL"	2016.I	200.64	metro	3/30/2016	level
"Gainesville, FL"	2016.II	203	metro	6/30/2016	level
"Gainesville, FL"	Q2-Q2	0.068421053	metro	6/30/2016	pc
"Gary-Hammond, IN"	2015.II	149	metro	6/30/2015	level
"Gary-Hammond, IN"	2015.III	147.6	metro	9/30/2015	level
"Gary-Hammond, IN"	2015.IV	139.8	metro	12/31/2015	level
"Gary-Hammond, IN"	2016.I	140.1	metro	3/30/2016	level
"Gary-Hammond, IN"	2016.II	150.4	metro	6/30/2016	level
"Gary-Hammond, IN"	Q2-Q2	0.009395973	metro	6/30/2016	pc
"Glens Falls, NY "	2015.II	165.4	metro	6/30/2015	level
"Glens Falls, NY "	2015.III	177.2	metro	9/30/2015	level
"Glens Falls, NY "	2015.IV	165.6	metro	12/31/2015	level
"Glens Falls, NY "	2016.I	160.2	metro	3/30/2016	level
"Glens Falls, NY "	2016.II	173.5	metro	6/30/2016	level
"Glens Falls, NY "	Q2-Q2	0.048972189	metro	6/30/2016	pc
"Grand Rapids-Wyoming, MI"	2015.II	155.2	metro	6/30/2015	level
"Grand Rapids-Wyoming, MI"	2015.III	155.4	metro	9/30/2015	level
"Grand Rapids-Wyoming, MI"	2015.IV	148.9	metro	12/31/2015	level
"Grand Rapids-Wyoming, MI"	2016.I	149.8	metro	3/30/2016	level
"Grand Rapids-Wyoming, MI"	2016.II	160.7	metro	6/30/2016	level
"Grand Rapids-Wyoming, MI"	Q2-Q2	0.035438144	metro	6/30/2016	pc
"Green Bay, WI"	2015.II	145	metro	6/30/2015	level
"Green Bay, WI"	2015.III	150.1	metro	9/30/2015	level
"Green Bay, WI"	2015.IV	143.2	metro	12/31/2015	level
"Green Bay, WI"	2016.I	139.5	metro	3/30/2016	level
"Green Bay, WI"	2016.II	149.2	metro	6/30/2016	level
"Green Bay, WI"	Q2-Q2	0.028965517	metro	6/30/2016	pc
"Greensboro-High Point, NC "	2015.II	159.8	metro	6/30/2015	level
"Greensboro-High Point, NC "	2015.III	154.8	metro	9/30/2015	level
"Greensboro-High Point, NC "	2015.IV	148.2	metro	12/31/2015	level
"Greensboro-High Point, NC "	2016.I	141.2	metro	3/30/2016	level
"Greensboro-High Point, NC "	2016.II	159.3	metro	6/30/2016	level
"Greensboro-High Point, NC "	Q2-Q2	-0.003128911	metro	6/30/2016	pc
"Greenville-Anderson-Mauldin, SC"	2015.II	179.5	metro	6/30/2015	level
"Greenville-Anderson-Mauldin, SC"	2015.III	177	metro	9/30/2015	level
"Greenville-Anderson-Mauldin, SC"	2015.IV	174.6	metro	12/31/2015	level
"Greenville-Anderson-Mauldin, SC"	2016.I	173.5	metro	3/30/2016	level
"Greenville-Anderson-Mauldin, SC"	2016.II	188	metro	6/30/2016	level
"Greenville-Anderson-Mauldin, SC"	Q2-Q2	0.04735376	metro	6/30/2016	pc
"Gulfport-Biloxi-Pascagoulia, MS"	2015.II	131.3	metro	6/30/2015	level
"Gulfport-Biloxi-Pascagoulia, MS"	2015.III	131.9	metro	9/30/2015	level
"Gulfport-Biloxi-Pascagoulia, MS"	2015.IV	125.1	metro	12/31/2015	level
"Gulfport-Biloxi-Pascagoulia, MS"	2016.I	120.3	metro	3/30/2016	level
"Gulfport-Biloxi-Pascagoulia, MS"	2016.II	134.1	metro	6/30/2016	level
"Gulfport-Biloxi-Pascagoulia, MS"	Q2-Q2	0.021325209	metro	6/30/2016	pc
"Hagerstown-Martinsburg, MD-WV "	2015.II	156.6	metro	6/30/2015	level
"Hagerstown-Martinsburg, MD-WV "	2015.III	160.5	metro	9/30/2015	level
"Hagerstown-Martinsburg, MD-WV "	2015.IV	148.6	metro	12/31/2015	level
"Hagerstown-Martinsburg, MD-WV "	2016.I	146	metro	3/30/2016	level
"Hagerstown-Martinsburg, MD-WV "	2016.II	166.5	metro	6/30/2016	level
"Hagerstown-Martinsburg, MD-WV "	Q2-Q2	0.063218391	metro	6/30/2016	pc
"Harrisburg-Carlisle, PA"	2015.II	165.3	metro	6/30/2015	level
"Harrisburg-Carlisle, PA"	2015.III	162.9	metro	9/30/2015	level
"Harrisburg-Carlisle, PA"	2015.IV	155.7	metro	12/31/2015	level
"Harrisburg-Carlisle, PA"	2016.I	146.2	metro	3/30/2016	level
"Harrisburg-Carlisle, PA"	2016.II	164.7	metro	6/30/2016	level
"Harrisburg-Carlisle, PA"	Q2-Q2	-0.003629764	metro	6/30/2016	pc
"Hartford-West Hartford-East Hartford, CT"	2015.II	229.5	metro	6/30/2015	level
"Hartford-West Hartford-East Hartford, CT"	2015.III	229.2	metro	9/30/2015	level
"Hartford-West Hartford-East Hartford, CT"	2015.IV	214.1	metro	12/31/2015	level
"Hartford-West Hartford-East Hartford, CT"	2016.I	211.4	metro	3/30/2016	level
"Hartford-West Hartford-East Hartford, CT"	2016.II	236.9	metro	6/30/2016	level
"Hartford-West Hartford-East Hartford, CT"	Q2-Q2	0.032244009	metro	6/30/2016	pc
"Urban Hololulu, HI"	2015.II	698.6	metro	6/30/2015	level
"Urban Hololulu, HI"	2015.III	714	metro	9/30/2015	level
"Urban Hololulu, HI"	2015.IV	716.6	metro	12/31/2015	level
"Urban Hololulu, HI"	2016.I	721.4	metro	3/30/2016	level
"Urban Hololulu, HI"	2016.II	725.2	metro	6/30/2016	level
"Urban Hololulu, HI"	Q2-Q2	0.038076152	metro	6/30/2016	pc
"Houston-The Woodlands-Sugar Land, TX"	2015.II	221.1	metro	6/30/2015	level
"Houston-The Woodlands-Sugar Land, TX"	2015.III	217.2	metro	9/30/2015	level
"Houston-The Woodlands-Sugar Land, TX"	2015.IV	209.2	metro	12/31/2015	level
"Houston-The Woodlands-Sugar Land, TX"	2016.I	208	metro	3/30/2016	level
"Houston-The Woodlands-Sugar Land, TX"	2016.II	217.4	metro	6/30/2016	level
"Houston-The Woodlands-Sugar Land, TX"	Q2-Q2	-0.016734509	metro	6/30/2016	pc
"Huntsville, AL"	2015.II	170.1	metro	6/30/2015	level
"Huntsville, AL"	2015.III	173.8	metro	9/30/2015	level
"Huntsville, AL"	2015.IV	176.5	metro	12/31/2015	level
"Huntsville, AL"	2016.I	184	metro	3/30/2016	level
"Huntsville, AL"	2016.II	178.3	metro	6/30/2016	level
"Huntsville, AL"	Q2-Q2	0.048206937	metro	6/30/2016	pc
"Indianapolis-Carmel-Anderson, IN"	2015.II	160.2	metro	6/30/2015	level
"Indianapolis-Carmel-Anderson, IN"	2015.III	157.3	metro	9/30/2015	level
"Indianapolis-Carmel-Anderson, IN"	2015.IV	149.5	metro	12/31/2015	level
"Indianapolis-Carmel-Anderson, IN"	2016.I	146.9	metro	3/30/2016	level
"Indianapolis-Carmel-Anderson, IN"	2016.II	164.3	metro	6/30/2016	level
"Indianapolis-Carmel-Anderson, IN"	Q2-Q2	0.025593009	metro	6/30/2016	pc
"Jackson, MS"	2015.II	172	metro	6/30/2015	level
"Jackson, MS"	2015.III	165.6	metro	9/30/2015	level
"Jackson, MS"	2015.IV	166.1	metro	12/31/2015	level
"Jackson, MS"	2016.I	161.5	metro	3/30/2016	level
"Jackson, MS"	2016.II	172.6	metro	6/30/2016	level
"Jackson, MS"	Q2-Q2	0.003488372	metro	6/30/2016	pc
"Jacksonville, FL"	2015.II	200	metro	6/30/2015	level
"Jacksonville, FL"	2015.III	195	metro	9/30/2015	level
"Jacksonville, FL"	2015.IV	198	metro	12/31/2015	level
"Jacksonville, FL"	2016.I	216.8	metro	3/30/2016	level
"Jacksonville, FL"	2016.II	215	metro	6/30/2016	level
"Jacksonville, FL"	Q2-Q2	0.075	metro	6/30/2016	pc
"Kankakee, IL"	2015.II	124.4	metro	6/30/2015	level
"Kankakee, IL"	2015.III	126.5	metro	9/30/2015	level
"Kankakee, IL"	2015.IV	105.7	metro	12/31/2015	level
"Kankakee, IL"	2016.I	111.4	metro	3/30/2016	level
"Kankakee, IL"	2016.II	135.6	metro	6/30/2016	level
"Kankakee, IL"	Q2-Q2	0.090032154	metro	6/30/2016	pc
"Kansas City, MO-KS"	2015.II	177.8	metro	6/30/2015	level
"Kansas City, MO-KS"	2015.III	174	metro	9/30/2015	level
"Kansas City, MO-KS"	2015.IV	167.5	metro	12/31/2015	level
"Kansas City, MO-KS"	2016.I	163.3	metro	3/30/2016	level
"Kansas City, MO-KS"	2016.II	188.6	metro	6/30/2016	level
"Kansas City, MO-KS"	Q2-Q2	0.060742407	metro	6/30/2016	pc
"Kennewick-Richland, WA"	2015.II	201.4	metro	6/30/2015	level
"Kennewick-Richland, WA"	2015.III	201.8	metro	9/30/2015	level
"Kennewick-Richland, WA"	2015.IV	208.5	metro	12/31/2015	level
"Kennewick-Richland, WA"	2016.I	211.2	metro	3/30/2016	level
"Kennewick-Richland, WA"	2016.II	225.2	metro	6/30/2016	level
"Kennewick-Richland, WA"	Q2-Q2	0.11817279	metro	6/30/2016	pc
"Kingston, NY"	2015.II	198.7	metro	6/30/2015	level
"Kingston, NY"	2015.III	212.1	metro	9/30/2015	level
"Kingston, NY"	2015.IV	192.4	metro	12/31/2015	level
"Kingston, NY"	2016.I	191.3	metro	3/30/2016	level
"Kingston, NY"	2016.II	202.7	metro	6/30/2016	level
"Kingston, NY"	Q2-Q2	0.020130851	metro	6/30/2016	pc
"Knoxville, TN"	2015.II	159.8	metro	6/30/2015	level
"Knoxville, TN"	2015.III	161.2	metro	9/30/2015	level
"Knoxville, TN"	2015.IV	155.5	metro	12/31/2015	level
"Knoxville, TN"	2016.I	157	metro	3/30/2016	level
"Knoxville, TN"	2016.II	167.7	metro	6/30/2016	level
"Knoxville, TN"	Q2-Q2	0.049436796	metro	6/30/2016	pc
"Lakeland-Winter Haven, FL"	2015.II	145	metro	6/30/2015	level
"Lakeland-Winter Haven, FL"	2015.III	148	metro	9/30/2015	level
"Lakeland-Winter Haven, FL"	2015.IV	149	metro	12/31/2015	level
"Lakeland-Winter Haven, FL"	2016.I	162.98	metro	3/30/2016	level
"Lakeland-Winter Haven, FL"	2016.II	159.9	metro	6/30/2016	level
"Lakeland-Winter Haven, FL"	Q2-Q2	0.102758621	metro	6/30/2016	pc
"Lansing-East Lansing, MI"	2015.II	135.2	metro	6/30/2015	level
"Lansing-East Lansing, MI"	2015.III	131.9	metro	9/30/2015	level
"Lansing-East Lansing, MI"	2015.IV	122.8	metro	12/31/2015	level
"Lansing-East Lansing, MI"	2016.I	126.6	metro	3/30/2016	level
"Lansing-East Lansing, MI"	2016.II	139.2	metro	6/30/2016	level
"Lansing-East Lansing, MI"	Q2-Q2	0.029585799	metro	6/30/2016	pc
"Las Vegas-Henderson-Paradise, NV"	2015.II	216.3	metro	6/30/2015	level
"Las Vegas-Henderson-Paradise, NV"	2015.III	221.5	metro	9/30/2015	level
"Las Vegas-Henderson-Paradise, NV"	2015.IV	220.5	metro	12/31/2015	level
"Las Vegas-Henderson-Paradise, NV"	2016.I	222.5	metro	3/30/2016	level
"Las Vegas-Henderson-Paradise, NV"	2016.II	242.3	metro	6/30/2016	level
"Las Vegas-Henderson-Paradise, NV"	Q2-Q2	0.120203421	metro	6/30/2016	pc
"Lexington-Fayette, KY"	2015.II	149.3	metro	6/30/2015	level
"Lexington-Fayette, KY"	2015.III	151.8	metro	9/30/2015	level
"Lexington-Fayette, KY"	2015.IV	146.7	metro	12/31/2015	level
"Lexington-Fayette, KY"	2016.I	146.3	metro	3/30/2016	level
"Lexington-Fayette, KY"	2016.II	160.4	metro	6/30/2016	level
"Lexington-Fayette, KY"	Q2-Q2	0.074346952	metro	6/30/2016	pc
"Lincoln, NE"	2015.II	158.7	metro	6/30/2015	level
"Lincoln, NE"	2015.III	157.9	metro	9/30/2015	level
"Lincoln, NE"	2015.IV	158.7	metro	12/31/2015	level
"Lincoln, NE"	2016.I	156.1	metro	3/30/2016	level
"Lincoln, NE"	2016.II	162.7	metro	6/30/2016	level
"Lincoln, NE"	Q2-Q2	0.025204789	metro	6/30/2016	pc
"Little Rock-North Little Rock-Conway, AR"	2015.II	139.6	metro	6/30/2015	level
"Little Rock-North Little Rock-Conway, AR"	2015.III	137.4	metro	9/30/2015	level
"Little Rock-North Little Rock-Conway, AR"	2015.IV	133.2	metro	12/31/2015	level
"Little Rock-North Little Rock-Conway, AR"	2016.I	130.8	metro	3/30/2016	level
"Little Rock-North Little Rock-Conway, AR"	2016.II	140.7	metro	6/30/2016	level
"Little Rock-North Little Rock-Conway, AR"	Q2-Q2	0.007879656	metro	6/30/2016	pc
"Los Angeles-Long Beach-Glendale, CA"	2015.II	449.1	metro	6/30/2015	level
"Los Angeles-Long Beach-Glendale, CA"	2015.III	506.8	metro	9/30/2015	level
"Los Angeles-Long Beach-Glendale, CA"	2015.IV	481.9	metro	12/31/2015	level
"Los Angeles-Long Beach-Glendale, CA"	2016.I	459.4	metro	3/30/2016	level
"Los Angeles-Long Beach-Glendale, CA"	2016.II	480	metro	6/30/2016	level
"Los Angeles-Long Beach-Glendale, CA"	Q2-Q2	0.068804275	metro	6/30/2016	pc
"Louisville/Jefferson County, KY-IN"	2015.II	159.2	metro	6/30/2015	level
"Louisville/Jefferson County, KY-IN"	2015.III	158.4	metro	9/30/2015	level
"Louisville/Jefferson County, KY-IN"	2015.IV	153.4	metro	12/31/2015	level
"Louisville/Jefferson County, KY-IN"	2016.I	148.1	metro	3/30/2016	level
"Louisville/Jefferson County, KY-IN"	2016.II	164	metro	6/30/2016	level
"Louisville/Jefferson County, KY-IN"	Q2-Q2	0.030150754	metro	6/30/2016	pc
"Madison, WI"	2015.II	237.2	metro	6/30/2015	level
"Madison, WI"	2015.III	243.2	metro	9/30/2015	level
"Madison, WI"	2015.IV	241.8	metro	12/31/2015	level
"Madison, WI"	2016.I	235.9	metro	3/30/2016	level
"Madison, WI"	2016.II	248.1	metro	6/30/2016	level
"Madison, WI"	Q2-Q2	0.045952782	metro	6/30/2016	pc
"Manchester-Nashua, NH"	2015.II	253.5	metro	6/30/2015	level
"Manchester-Nashua, NH"	2015.III	261.9	metro	9/30/2015	level
"Manchester-Nashua, NH"	2015.IV	250.2	metro	12/31/2015	level
"Manchester-Nashua, NH"	2016.I	242.5	metro	3/30/2016	level
"Manchester-Nashua, NH"	2016.II	263.2	metro	6/30/2016	level
"Manchester-Nashua, NH"	Q2-Q2	0.0382643	metro	6/30/2016	pc
"Memphis, TN-MS-AR"	2015.II	153.6	metro	6/30/2015	level
"Memphis, TN-MS-AR"	2015.III	154	metro	9/30/2015	level
"Memphis, TN-MS-AR"	2015.IV	141	metro	12/31/2015	level
"Memphis, TN-MS-AR"	2016.I	135.8	metro	3/30/2016	level
"Memphis, TN-MS-AR"	2016.II	160.8	metro	6/30/2016	level
"Memphis, TN-MS-AR"	Q2-Q2	0.046875	metro	6/30/2016	pc
"Miami-Fort Lauderdale-West Palm Beach, FL"	2015.II	289	metro	6/30/2015	level
"Miami-Fort Lauderdale-West Palm Beach, FL"	2015.III	289.7	metro	9/30/2015	level
"Miami-Fort Lauderdale-West Palm Beach, FL"	2015.IV	285	metro	12/31/2015	level
"Miami-Fort Lauderdale-West Palm Beach, FL"	2016.I	312.698	metro	3/30/2016	level
"Miami-Fort Lauderdale-West Palm Beach, FL"	2016.II	310	metro	6/30/2016	level
"Miami-Fort Lauderdale-West Palm Beach, FL"	Q2-Q2	0.07266436	metro	6/30/2016	pc
"Milwaukee-Waukesha-West Allis, WI"	2015.II	226.9	metro	6/30/2015	level
"Milwaukee-Waukesha-West Allis, WI"	2015.III	226.8	metro	9/30/2015	level
"Milwaukee-Waukesha-West Allis, WI"	2015.IV	218.7	metro	12/31/2015	level
"Milwaukee-Waukesha-West Allis, WI"	2016.I	208	metro	3/30/2016	level
"Milwaukee-Waukesha-West Allis, WI"	2016.II	230	metro	6/30/2016	level
"Milwaukee-Waukesha-West Allis, WI"	Q2-Q2	0.013662406	metro	6/30/2016	pc
"Minneapolis-St. Paul-Bloomington, MN-WI"	2015.II	228	metro	6/30/2015	level
"Minneapolis-St. Paul-Bloomington, MN-WI"	2015.III	227.2	metro	9/30/2015	level
"Minneapolis-St. Paul-Bloomington, MN-WI"	2015.IV	222.2	metro	12/31/2015	level
"Minneapolis-St. Paul-Bloomington, MN-WI"	2016.I	221.5	metro	3/30/2016	level
"Minneapolis-St. Paul-Bloomington, MN-WI"	2016.II	242.4	metro	6/30/2016	level
"Minneapolis-St. Paul-Bloomington, MN-WI"	Q2-Q2	0.063157895	metro	6/30/2016	pc
"Mobile, AL"	2015.II	127.7	metro	6/30/2015	level
"Mobile, AL"	2015.III	120	metro	9/30/2015	level
"Mobile, AL"	2015.IV	125.1	metro	12/31/2015	level
"Mobile, AL"	2016.I	126.6	metro	3/30/2016	level
"Mobile, AL"	2016.II	133.9	metro	6/30/2016	level
"Mobile, AL"	Q2-Q2	0.048551292	metro	6/30/2016	pc
"Montgomery, AL"	2015.II	143.7	metro	6/30/2015	level
"Montgomery, AL"	2015.III	138.4	metro	9/30/2015	level
"Montgomery, AL"	2015.IV	133.7	metro	12/31/2015	level
"Montgomery, AL"	2016.I	133.7	metro	3/30/2016	level
"Montgomery, AL"	2016.II	145.7	metro	6/30/2016	level
"Montgomery, AL"	Q2-Q2	0.013917884	metro	6/30/2016	pc
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	2015.II	187.6	metro	6/30/2015	level
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	2015.III	191.1	metro	9/30/2015	level
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	2015.IV	193.8	metro	12/31/2015	level
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	2016.I	188.9	metro	3/30/2016	level
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	2016.II	195.4	metro	6/30/2016	level
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"	Q2-Q2	0.041577825	metro	6/30/2016	pc
"Naples-Immokalee-Marco Island, FL"	2015.II	420	metro	6/30/2015	level
"Naples-Immokalee-Marco Island, FL"	2015.III	392.5	metro	9/30/2015	level
"Naples-Immokalee-Marco Island, FL"	2015.IV	416	metro	12/31/2015	level
"Naples-Immokalee-Marco Island, FL"	2016.I	457.8	metro	3/30/2016	level
"Naples-Immokalee-Marco Island, FL"	2016.II	449.5	metro	6/30/2016	level
"Naples-Immokalee-Marco Island, FL"	Q2-Q2	0.070238095	metro	6/30/2016	pc
"Nashville-Davidson--Murfreesboro--Franklin, TN"	2015.II	208.5	metro	6/30/2015	level
"Nashville-Davidson--Murfreesboro--Franklin, TN"	2015.III	209.1	metro	9/30/2015	level
"Nashville-Davidson--Murfreesboro--Franklin, TN"	2015.IV	207.3	metro	12/31/2015	level
"Nashville-Davidson--Murfreesboro--Franklin, TN"	2016.I	204.7	metro	3/30/2016	level
"Nashville-Davidson--Murfreesboro--Franklin, TN"	2016.II	227	metro	6/30/2016	level
"Nashville-Davidson--Murfreesboro--Franklin, TN"	Q2-Q2	0.088729017	metro	6/30/2016	pc
"New Haven-Milford, CT"	2015.II	218.1	metro	6/30/2015	level
"New Haven-Milford, CT"	2015.III	232	metro	9/30/2015	level
"New Haven-Milford, CT"	2015.IV	206.5	metro	12/31/2015	level
"New Haven-Milford, CT"	2016.I	207.6	metro	3/30/2016	level
"New Haven-Milford, CT"	2016.II	224.7	metro	6/30/2016	level
"New Haven-Milford, CT"	Q2-Q2	0.030261348	metro	6/30/2016	pc
"New Orleans-Metairie, LA"	2015.II	176.7	metro	6/30/2015	level
"New Orleans-Metairie, LA"	2015.III	171.8	metro	9/30/2015	level
"New Orleans-Metairie, LA"	2015.IV	169.8	metro	12/31/2015	level
"New Orleans-Metairie, LA"	2016.I	175.8	metro	3/30/2016	level
"New Orleans-Metairie, LA"	2016.II	195.9	metro	6/30/2016	level
"New Orleans-Metairie, LA"	Q2-Q2	0.108658744	metro	6/30/2016	pc
"New York-Newark-Jersey City, NY-NJ-PA"	2015.II	398.3	metro	6/30/2015	level
"New York-Newark-Jersey City, NY-NJ-PA"	2015.III	395.8	metro	9/30/2015	level
"New York-Newark-Jersey City, NY-NJ-PA"	2015.IV	373.4	metro	12/31/2015	level
"New York-Newark-Jersey City, NY-NJ-PA"	2016.I	372.9	metro	3/30/2016	level
"New York-Newark-Jersey City, NY-NJ-PA"	2016.II	395.4	metro	6/30/2016	level
"New York-Newark-Jersey City, NY-NJ-PA"	Q2-Q2	-0.007280944	metro	6/30/2016	pc
"New York-Jersey City-White Plains, NY-NJ"	2015.II	389.6	metro	6/30/2015	level
"New York-Jersey City-White Plains, NY-NJ"	2015.III	397.7	metro	9/30/2015	level
"New York-Jersey City-White Plains, NY-NJ"	2015.IV	363.4	metro	12/31/2015	level
"New York-Jersey City-White Plains, NY-NJ"	2016.I	354	metro	3/30/2016	level
"New York-Jersey City-White Plains, NY-NJ"	2016.II	366.6	metro	6/30/2016	level
"New York-Jersey City-White Plains, NY-NJ"	Q2-Q2	-0.059034908	metro	6/30/2016	pc
"Dutchess County-Putnam County, NY"	2015.II	252.6	metro	6/30/2015	level
"Dutchess County-Putnam County, NY"	2015.III	271.8	metro	9/30/2015	level
"Dutchess County-Putnam County, NY"	2015.IV	269.3	metro	12/31/2015	level
"Dutchess County-Putnam County, NY"	2016.I	245.8	metro	3/30/2016	level
"Dutchess County-Putnam County, NY"	2016.II	264.6	metro	6/30/2016	level
"Dutchess County-Putnam County, NY"	Q2-Q2	0.047505938	metro	6/30/2016	pc
"Nassau County-Suffolk County, NY"	2015.II	430	metro	6/30/2015	level
"Nassau County-Suffolk County, NY"	2015.III	423.3	metro	9/30/2015	level
"Nassau County-Suffolk County, NY"	2015.IV	426.6	metro	12/31/2015	level
"Nassau County-Suffolk County, NY"	2016.I	422.6	metro	3/30/2016	level
"Nassau County-Suffolk County, NY"	2016.II	442.8	metro	6/30/2016	level
"Nassau County-Suffolk County, NY"	Q2-Q2	0.029767442	metro	6/30/2016	pc
"Newark, NJ-PA"	2015.II	401	metro	6/30/2015	level
"Newark, NJ-PA"	2015.III	405	metro	9/30/2015	level
"Newark, NJ-PA"	2015.IV	356.2	metro	12/31/2015	level
"Newark, NJ-PA"	2016.I	337	metro	3/30/2016	level
"Newark, NJ-PA"	2016.II	389.3	metro	6/30/2016	level
"Newark, NJ-PA"	Q2-Q2	-0.029177057	metro	6/30/2016	pc
"Norwich-New London, CT"	2015.II	187.3	metro	6/30/2015	level
"Norwich-New London, CT"	2015.III	187.8	metro	9/30/2015	level
"Norwich-New London, CT"	2015.IV	186.3	metro	12/31/2015	level
"Norwich-New London, CT"	2016.I	165.8	metro	3/30/2016	level
"Norwich-New London, CT"	2016.II	213.2	metro	6/30/2016	level
"Norwich-New London, CT"	Q2-Q2	0.138280833	metro	6/30/2016	pc
"Ocala, FL"	2015.II	112.6	metro	6/30/2015	level
"Ocala, FL"	2015.III	118.9	metro	9/30/2015	level
"Ocala, FL"	2015.IV	116.9	metro	12/31/2015	level
"Ocala, FL"	2016.I	128.364	metro	3/30/2016	level
"Ocala, FL"	2016.II	128	metro	6/30/2016	level
"Ocala, FL"	Q2-Q2	0.136767318	metro	6/30/2016	pc
"Oklahoma City, OK"	2015.II	156.3	metro	6/30/2015	level
"Oklahoma City, OK"	2015.III	153.9	metro	9/30/2015	level
"Oklahoma City, OK"	2015.IV	148.3	metro	12/31/2015	level
"Oklahoma City, OK"	2016.I	141	metro	3/30/2016	level
"Oklahoma City, OK"	2016.II	154.9	metro	6/30/2016	level
"Oklahoma City, OK"	Q2-Q2	-0.008957134	metro	6/30/2016	pc
"Omaha-Council Bluffs, NE-IA"	2015.II	163.5	metro	6/30/2015	level
"Omaha-Council Bluffs, NE-IA"	2015.III	159.8	metro	9/30/2015	level
"Omaha-Council Bluffs, NE-IA"	2015.IV	160.4	metro	12/31/2015	level
"Omaha-Council Bluffs, NE-IA"	2016.I	157.7	metro	3/30/2016	level
"Omaha-Council Bluffs, NE-IA"	2016.II	169.8	metro	6/30/2016	level
"Omaha-Council Bluffs, NE-IA"	Q2-Q2	0.03853211	metro	6/30/2016	pc
"Orlando-Kissimmee-Sanford, FL"	2015.II	198	metro	6/30/2015	level
